"","GO.IDs","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","GO.Term","GO.Slim.Term","Cat","gene","uniprot","uniprot_taxa.id","uniprot.name"
"240","GO:0031672",0.0104053714961786,0.999551710039963,2,12,"A band","CC","A band","other cellular component","C","PGEN_.00g271680; PGEN_.00g334400","Q5U504; O01761","KLH40_XENLA; UNC89_CAEEL","Kelch-like protein 40 (Kelch repeat and BTB domain-containing protein 5); Muscle M-line assembly protein unc-89 (Obscurin) (Uncoordinated protein 89)"
"241","GO:0030496",0.0399495438539855,0.993112593283127,3,80,"midbody","CC","midbody","other cellular component","C","PGEN_.00g015010; PGEN_.00g131030; PGEN_.00g289090","Q80TF4; Q9NXW9; E9Q5G3","KLH13_MOUSE; ALKB4_HUMAN; KIF23_MOUSE","Kelch-like protein 13 (BTB and kelch domain-containing protein 2); Alpha-ketoglutarate-dependent dioxygenase alkB homolog 4 (Alkylated DNA repair protein alkB homolog 4) (DNA N6-methyl adenine demethylase ALKBH4) (EC 1.14.11.51) (Lysine-specific demethylase ALKBH4) (EC 1.14.11.-); Kinesin-like protein KIF23"
"242","GO:0030124",0.0168232287459587,0.999929296752597,1,2,"AP-4 adaptor complex","CC","AP-4 adaptor complex","other membranes","C","PGEN_.00g031500","Q9WVL1","AP4S1_MOUSE","AP-4 complex subunit sigma-1 (AP-4 adaptor complex subunit sigma-1) (Adaptor-related protein complex 4 subunit sigma-1) (Sigma-1 subunit of AP-4) (Sigma-4-adaptin) (Sigma4-adaptin)"
"243","GO:0034702",0.0243330009963386,0.999851514653958,1,2,"ion channel complex","CC","ion channel complex","other membranes","C","PGEN_.00g065950","O73925","KCNQ1_SQUAC","Potassium voltage-gated channel subfamily KQT member 1 (IKs producing slow voltage-gated potassium channel subunit alpha KvLQT1) (KQT-like 1) (Voltage-gated potassium channel subunit Kv7.1)"
"244","GO:0030669",0.0272937681664748,0.999812896925677,1,2,"clathrin-coated endocytic vesicle membrane","CC","clathrin-coated endocytic vesicle membrane","other membranes","C","PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"245","GO:0005927",0.0387285948720382,0.999495844270666,1,3,"muscle tendon junction","CC","muscle tendon junction","other membranes","C","PGEN_.00g279870","P00522","ABL_DROME","Tyrosine-protein kinase Abl (EC 2.7.10.2) (D-ash) (Protein abelson)"
"246","GO:0019897",0.000312675534330777,0.999991544316542,3,16,"extrinsic component of plasma membrane","CC","extrinsic to plasma membrane","plasma membrane","C","PGEN_.00g057380; PGEN_.00g165230; PGEN_.00g279870","Q9ESD1; Q8IWY4; P00522","PRSS8_MOUSE; SCUB1_HUMAN; ABL_DROME","Prostasin (EC 3.4.21.-) (Channel-activating protease 1) (CAP1) (Serine protease 8) [Cleaved into: Prostasin light chain; Prostasin heavy chain]; Signal peptide, CUB and EGF-like domain-containing protein 1; Tyrosine-protein kinase Abl (EC 2.7.10.2) (D-ash) (Protein abelson)"
"247","GO:0090533",0.0114977974029095,1,1,1,"cation-transporting ATPase complex","CC",NA,NA,NA,"PGEN_.00g277910","Q61165","SL9A1_MOUSE","Sodium/hydrogen exchanger 1 (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)"
"248","GO:0070938",0.0164392353107954,0.999910084634898,1,3,"contractile ring","CC",NA,NA,NA,"PGEN_.00g131030","Q9NXW9","ALKB4_HUMAN","Alpha-ketoglutarate-dependent dioxygenase alkB homolog 4 (Alkylated DNA repair protein alkB homolog 4) (DNA N6-methyl adenine demethylase ALKBH4) (EC 1.14.11.51) (Lysine-specific demethylase ALKBH4) (EC 1.14.11.-)"
"249","GO:0044214",0.0197815252490365,0.999853391410334,1,4,"spanning component of plasma membrane","CC",NA,NA,NA,"PGEN_.00g252700","Q9ESQ5","TRPM4_RAT","Transient receptor potential cation channel subfamily M member 4 (Calcium-activated non-selective cation channel 1) (Long transient receptor potential channel 4) (LTrpC-4) (LTrpC4) (MLS2s) (Melastatin-like 2)"
"250","GO:0098966",0.0211338024532056,0.999851079984862,1,3,"perisynaptic extracellular matrix","CC",NA,NA,NA,"PGEN_.00g149640","Q80YX1","TENA_MOUSE","Tenascin (TN) (Hexabrachion) (Tenascin-C) (TN-C)"
"251","GO:0089717",0.0370055741692168,0.999397933988387,1,8,"spanning component of membrane","CC",NA,NA,NA,"PGEN_.00g252700","Q9ESQ5","TRPM4_RAT","Transient receptor potential cation channel subfamily M member 4 (Calcium-activated non-selective cation channel 1) (Long transient receptor potential channel 4) (LTrpC-4) (LTrpC4) (MLS2s) (Melastatin-like 2)"
"252","GO:0062023",0.0457371613986362,0.988836026325688,4,146,"collagen-containing extracellular matrix","CC",NA,NA,NA,"PGEN_.00g043300; PGEN_.00g124830; PGEN_.00g149640; PGEN_.00g198010","Q07076; D3YXG0; Q80YX1; P05099","ANXA7_MOUSE; HMCN1_MOUSE; TENA_MOUSE; MATN1_CHICK","Annexin A7 (Annexin VII) (Annexin-7) (Synexin); Hemicentin-1 (Fibulin-6) (FIBL-6); Tenascin (TN) (Hexabrachion) (Tenascin-C) (TN-C); Cartilage matrix protein (Matrilin-1)"
"253","GO:0032027",0.0148544594403105,1,1,1,"myosin light chain binding","MF","myosin light chain binding","cytoskeletal activity","F","PGEN_.00g227520","Q17LW0","MYO7A_AEDAE","Myosin-VIIa (Protein crinkled)"
"254","GO:0003774",0.0212677496347659,0.998576922361254,2,22,"motor activity","MF","motor activity","cytoskeletal activity","F","PGEN_.00g227520; PGEN_.00g270640","Q17LW0; Q2KID4","MYO7A_AEDAE; DNAL1_BOVIN","Myosin-VIIa (Protein crinkled); Dynein light chain 1, axonemal"
"255","GO:0004672",0.00580626969815695,0.998997550861814,5,116,"protein kinase activity","MF","protein kinase activity","kinase activity","F","PGEN_.00g004840; PGEN_.00g035760; PGEN_.00g164020; PGEN_.00g211830; PGEN_.00g334400","P54646; Q13976; P16066; P16056; O01761","AAPK2_HUMAN; KGP1_HUMAN; ANPRA_HUMAN; MET_MOUSE; UNC89_CAEEL","5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (EC 2.7.11.27) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31); cGMP-dependent protein kinase 1 (cGK 1) (cGK1) (EC 2.7.11.12) (cGMP-dependent protein kinase I) (cGKI); Atrial natriuretic peptide receptor 1 (EC 4.6.1.2) (Atrial natriuretic peptide receptor type A) (ANP-A) (ANPR-A) (NPR-A) (Guanylate cyclase A) (GC-A); Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met); Muscle M-line assembly protein unc-89 (Obscurin) (Uncoordinated protein 89)"
"256","GO:0035174",0.0387450369845848,0.999495412275291,1,3,"histone serine kinase activity","MF","histone serine kinase activity","kinase activity","F","PGEN_.00g004840","P54646","AAPK2_HUMAN","5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (EC 2.7.11.27) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31)"
"257","GO:0047322",0.0387450369845848,0.999495412275291,1,3,"[hydroxymethylglutaryl-CoA reductase (NADPH)] kinase activity","MF","[hydroxymethylglutaryl-CoA reductase (NADPH)] kinase activity","kinase activity","F","PGEN_.00g004840","P54646","AAPK2_HUMAN","5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (EC 2.7.11.27) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31)"
"258","GO:0050405",0.0387450369845848,0.999495412275291,1,3,"[acetyl-CoA carboxylase] kinase activity","MF","[acetyl-CoA carboxylase] kinase activity","kinase activity","F","PGEN_.00g004840","P54646","AAPK2_HUMAN","5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (EC 2.7.11.27) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31)"
"259","GO:0004518",0.00065655191986854,0.999975284804032,3,33,"nuclease activity","MF","nuclease activity","other molecular function","F","PGEN_.00g082390; PGEN_.00g130160; PGEN_.00g312690","Q8BR93; Q8BR93; Q6AZB8","HARB1_MOUSE; HARB1_MOUSE; HARB1_DANRE","Putative nuclease HARBI1 (EC 3.1.-.-) (Harbinger transposase-derived nuclease); Putative nuclease HARBI1 (EC 3.1.-.-) (Harbinger transposase-derived nuclease); Putative nuclease HARBI1 (EC 3.1.-.-) (Harbinger transposase-derived nuclease)"
"260","GO:0016491",0.000782965300625463,0.999915064858733,5,98,"oxidoreductase activity","MF","oxidoreductase activity","other molecular function","F","PGEN_.00g009320; PGEN_.00g131030; PGEN_.00g213500; PGEN_.00g223280; PGEN_.00g312440","Q6INU7; Q9NXW9; P9WQE8; Q7Z9I2; Q4V8B0","FRRS1_XENLA; ALKB4_HUMAN; PHAS_MYCTO; YCP9_SCHPO; OXR1_RAT","Putative ferric-chelate reductase 1 (EC 1.-.-.-); Alpha-ketoglutarate-dependent dioxygenase alkB homolog 4 (Alkylated DNA repair protein alkB homolog 4) (DNA N6-methyl adenine demethylase ALKBH4) (EC 1.14.11.51) (Lysine-specific demethylase ALKBH4) (EC 1.14.11.-); Phthioceranic/hydroxyphthioceranic acid synthase (EC 2.3.1.-) (Polyketide synthase pks2); Uncharacterized oxidoreductase C663.09c (EC 1.-.-.-); Oxidation resistance protein 1 (Protein C7)"
"261","GO:0050694",0.00131310102103952,0.999981061119806,2,10,"galactose 3-O-sulfotransferase activity","MF","galactose 3-O-sulfotransferase activity","other molecular function","F","PGEN_.00g129780; PGEN_.00g134400","P61315; P61315","G3ST3_MOUSE; G3ST3_MOUSE","Galactose-3-O-sulfotransferase 3 (Gal3ST-3) (EC 2.8.2.-) (Beta-galactose-3-O-sulfotransferase 3) (Gal-beta-1, 3-GalNAc 3'-sulfotransferase 3); Galactose-3-O-sulfotransferase 3 (Gal3ST-3) (EC 2.8.2.-) (Beta-galactose-3-O-sulfotransferase 3) (Gal-beta-1, 3-GalNAc 3'-sulfotransferase 3)"
"262","GO:0001733",0.00253532702103303,0.999946649444486,2,13,"galactosylceramide sulfotransferase activity","MF","galactosylceramide sulfotransferase activity","other molecular function","F","PGEN_.00g129780; PGEN_.00g134400","P61315; P61315","G3ST3_MOUSE; G3ST3_MOUSE","Galactose-3-O-sulfotransferase 3 (Gal3ST-3) (EC 2.8.2.-) (Beta-galactose-3-O-sulfotransferase 3) (Gal-beta-1, 3-GalNAc 3'-sulfotransferase 3); Galactose-3-O-sulfotransferase 3 (Gal3ST-3) (EC 2.8.2.-) (Beta-galactose-3-O-sulfotransferase 3) (Gal-beta-1, 3-GalNAc 3'-sulfotransferase 3)"
"263","GO:0050358",0.00514123699839318,1,1,1,"tropinone reductase activity","MF","tropinone reductase activity","other molecular function","F","PGEN_.00g279140","P50164","TRN2_HYONI","Tropinone reductase 2 (EC 1.1.1.236) (Tropinone reductase II) (TR-II)"
"264","GO:0005509",0.00649244100911127,0.997559277868862,13,574,"calcium ion binding","MF","calcium ion binding","other molecular function","F","PGEN_.00g014370; PGEN_.00g043300; PGEN_.00g060650; PGEN_.00g065280; PGEN_.00g075700; PGEN_.00g116710; PGEN_.00g124830; PGEN_.00g165230; PGEN_.00g190430; PGEN_.00g198010; PGEN_.00g218470; PGEN_.00g252700; PGEN_.00g263790","Q11002; Q07076; Q5THR3; Q8BUG5; B3EWY9; B3EWY9; D3YXG0; Q8IWY4; O75096; P05099; O14594; Q9ESQ5; Q9I926","CANA_DROME; ANXA7_MOUSE; EFCB6_HUMAN; CAYP2_MOUSE; MLP_ACRMI; MLP_ACRMI; HMCN1_MOUSE; SCUB1_HUMAN; LRP4_HUMAN; MATN1_CHICK; NCAN_HUMAN; TRPM4_RAT; FUCL6_ANGJA","Calpain-A (EC 3.4.22.-) (Calcium-activated neutral proteinase A) (CANP A) [Cleaved into: Calpain-A catalytic subunit]; Annexin A7 (Annexin VII) (Annexin-7) (Synexin); EF-hand calcium-binding domain-containing protein 6 (CAP-binding protein complex-interacting protein 1) (DJ-1-binding protein) (DJBP); Calcyphosin-2 (Calcyphosine-2); Mucin-like protein (Fragment); Mucin-like protein (Fragment); Hemicentin-1 (Fibulin-6) (FIBL-6); Signal peptide, CUB and EGF-like domain-containing protein 1; Low-density lipoprotein receptor-related protein 4 (LRP-4) (Multiple epidermal growth factor-like domains 7); Cartilage matrix protein (Matrilin-1); Neurocan core protein (Chondroitin sulfate proteoglycan 3); Transient receptor potential cation channel subfamily M member 4 (Calcium-activated non-selective cation channel 1) (Long transient receptor potential channel 4) (LTrpC-4) (LTrpC4) (MLS2s) (Melastatin-like 2); Fucolectin-6"
"265","GO:0005502",0.00881528564403798,0.999980666010919,1,2,"11-cis retinal binding","MF","11-cis retinal binding","other molecular function","F","PGEN_.00g072260","Q5XXP2","OPN4_PHOSU","Melanopsin (Opsin-4)"
"266","GO:0004803",0.0099712850855085,0.999967016187084,1,3,"transposase activity","MF","transposase activity","other molecular function","F","PGEN_.00g304970","D2GZW6","VRTN_AILME","Vertnin"
"267","GO:0016297",0.0116520160473794,1,1,1,"acyl-[acyl-carrier-protein] hydrolase activity","MF","acyl-[acyl-carrier-protein] hydrolase activity","other molecular function","F","PGEN_.00g101840","Q8R197","SAST_MOUSE","S-acyl fatty acid synthase thioesterase, medium chain (EC 3.1.2.14) (Oleoyl-ACP hydrolase) (Thioesterase II) (Thioesterase domain-containing protein 1)"
"268","GO:0047381",0.0116520160473794,1,1,1,"dodecanoyl-[acyl-carrier-protein] hydrolase activity","MF","dodecanoyl-[acyl-carrier-protein] hydrolase activity","other molecular function","F","PGEN_.00g101840","Q8R197","SAST_MOUSE","S-acyl fatty acid synthase thioesterase, medium chain (EC 3.1.2.14) (Oleoyl-ACP hydrolase) (Thioesterase II) (Thioesterase domain-containing protein 1)"
"269","GO:0004411",0.0120341616948917,1,1,1,"homogentisate 1,2-dioxygenase activity","MF","homogentisate 1,2-dioxygenase activity","other molecular function","F","PGEN_.00g060400","Q93099","HGD_HUMAN","Homogentisate 1,2-dioxygenase (EC 1.13.11.5) (Homogentisate oxygenase) (Homogentisic acid oxidase) (Homogentisicase)"
"270","GO:0008425",0.0138511363994016,0.999952144422542,1,2,"2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity","MF","2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity","other molecular function","F","PGEN_.00g108510","B0KTX4","UBIG_PSEPG","Ubiquinone biosynthesis O-methyltransferase (2-polyprenyl-6-hydroxyphenol methylase) (EC 2.1.1.222) (3-demethylubiquinone 3-O-methyltransferase) (EC 2.1.1.64)"
"271","GO:0008689",0.0138511363994016,0.999952144422542,1,2,"3-demethylubiquinone-9 3-O-methyltransferase activity","MF","3-demethylubiquinone-9 3-O-methyltransferase activity","other molecular function","F","PGEN_.00g108510","B0KTX4","UBIG_PSEPG","Ubiquinone biosynthesis O-methyltransferase (2-polyprenyl-6-hydroxyphenol methylase) (EC 2.1.1.222) (3-demethylubiquinone 3-O-methyltransferase) (EC 2.1.1.64)"
"272","GO:0004791",0.0162208672093868,0.999934289444986,1,2,"thioredoxin-disulfide reductase activity","MF","thioredoxin-disulfide reductase activity","other molecular function","F","PGEN_.00g043790","P97346","NXN_MOUSE","Nucleoredoxin (EC 1.8.1.8) (Protein Red-1)"
"273","GO:0004842",0.0229606781229505,0.994393142632294,5,178,"ubiquitin-protein transferase activity","MF","ubiquitin-protein ligase activity","other molecular function","F","PGEN_.00g015010; PGEN_.00g033560; PGEN_.00g216290; PGEN_.00g308500; PGEN_.00g316170","Q80TF4; Q922B6; Q5XPI4; Q15386; Q5ZIJ9","KLH13_MOUSE; TRAF7_MOUSE; RN123_HUMAN; UBE3C_HUMAN; MIB2_CHICK","Kelch-like protein 13 (BTB and kelch domain-containing protein 2); E3 ubiquitin-protein ligase TRAF7 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRAF7) (TNF receptor-associated factor 7); E3 ubiquitin-protein ligase RNF123 (EC 2.3.2.27) (Kip1 ubiquitination-promoting complex protein 1) (RING finger protein 123) (RING-type E3 ubiquitin transferase RNF123); Ubiquitin-protein ligase E3C (EC 2.3.2.26) (HECT-type ubiquitin transferase E3C) (HectH2); E3 ubiquitin-protein ligase MIB2 (EC 2.3.2.27) (Mind bomb homolog 2) (RING-type E3 ubiquitin transferase MIB2)"
"274","GO:0016888",0.0231593901422799,0.999776543444417,1,6,"endodeoxyribonuclease activity, producing 5'-phosphomonoesters","MF","endodeoxyribonuclease activity, producing 5'-phosphomonoesters","other molecular function","F","PGEN_.00g308970","Q93075","TATD2_HUMAN","Putative deoxyribonuclease TATDN2 (EC 3.1.21.-)"
"275","GO:0004836",0.0238479887643272,0.999857410509874,1,2,"tyramine-beta hydroxylase activity","MF","tyramine-beta hydroxylase activity","other molecular function","F","PGEN_.00g283380","Q9XTQ6","TBH1_CAEEL","Tyramine beta-hydroxylase (EC 1.14.17.-)"
"276","GO:0047134",0.0246974267946736,0.999796292464268,1,3,"protein-disulfide reductase activity","MF","protein-disulfide reductase activity","other molecular function","F","PGEN_.00g043790","P97346","NXN_MOUSE","Nucleoredoxin (EC 1.8.1.8) (Protein Red-1)"
"277","GO:0004813",0.0259210487200265,0.999775481761243,1,3,"alanine-tRNA ligase activity","MF","alanine-tRNA ligase activity","other molecular function","F","PGEN_.00g183880","P21894","SYAC_BOMMO","Alanine--tRNA ligase, cytoplasmic (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)"
"278","GO:0048306",0.0323304700758387,0.99724696863294,2,29,"calcium-dependent protein binding","MF","calcium-dependent protein binding","other molecular function","F","PGEN_.00g043300; PGEN_.00g277910","Q07076; Q61165","ANXA7_MOUSE; SL9A1_MOUSE","Annexin A7 (Annexin VII) (Annexin-7) (Synexin); Sodium/hydrogen exchanger 1 (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)"
"279","GO:0000149",0.0326050916772669,0.997201472971177,2,31,"SNARE binding","MF","SNARE binding","other molecular function","F","PGEN_.00g024960; PGEN_.00g185010","Q6BK42; Q8BVI5","DDI1_DEBHA; STX16_MOUSE","DNA damage-inducible protein 1 (EC 3.4.23.-); Syntaxin-16"
"280","GO:0017080",0.0329772489780401,0.999563173690803,1,5,"sodium channel regulator activity","MF","sodium channel regulator activity","other molecular function","F","PGEN_.00g057380","Q9ESD1","PRSS8_MOUSE","Prostasin (EC 3.4.21.-) (Channel-activating protease 1) (CAP1) (Serine protease 8) [Cleaved into: Prostasin light chain; Prostasin heavy chain]"
"281","GO:0032451",0.0367758683034257,0.999417441399359,1,7,"demethylase activity","MF","demethylase activity","other molecular function","F","PGEN_.00g131030","Q9NXW9","ALKB4_HUMAN","Alpha-ketoglutarate-dependent dioxygenase alkB homolog 4 (Alkylated DNA repair protein alkB homolog 4) (DNA N6-methyl adenine demethylase ALKBH4) (EC 1.14.11.51) (Lysine-specific demethylase ALKBH4) (EC 1.14.11.-)"
"282","GO:0050544",0.0373499933448714,0.999438632774207,1,5,"arachidonic acid binding","MF","arachidonic acid binding","other molecular function","F","PGEN_.00g229290","P33274","CP4F1_RAT","Cytochrome P450 4F1 (EC 1.14.14.1) (CYPIVF1) (Cytochrome P450-A3)"
"283","GO:0045545",0.0383728499769878,0.999443897442184,1,4,"syndecan binding","MF","syndecan binding","other molecular function","F","PGEN_.00g149640","Q80YX1","TENA_MOUSE","Tenascin (TN) (Hexabrachion) (Tenascin-C) (TN-C)"
"284","GO:0004620",0.0402610093798187,0.999387324035992,1,4,"phospholipase activity","MF","phospholipase activity","other molecular function","F","PGEN_.00g279730","Q5R6S0","ABHGA_PONAB","Phosphatidylserine lipase ABHD16A (EC 3.1.-.-) (Alpha/beta hydrolase domain-containing protein 16A) (Abhydrolase domain-containing protein 16A) (HLA-B-associated transcript 5 homolog) (Monoacylglycerol lipase ABHD16A) (EC 3.1.1.23)"
"285","GO:0047372",0.0406025930433539,0.999335706735796,1,5,"acylglycerol lipase activity","MF","acylglycerol lipase activity","other molecular function","F","PGEN_.00g279730","Q5R6S0","ABHGA_PONAB","Phosphatidylserine lipase ABHD16A (EC 3.1.-.-) (Alpha/beta hydrolase domain-containing protein 16A) (Abhydrolase domain-containing protein 16A) (HLA-B-associated transcript 5 homolog) (Monoacylglycerol lipase ABHD16A) (EC 3.1.1.23)"
"286","GO:0004784",0.0413323946839704,0.999311402902107,1,5,"superoxide dismutase activity","MF","superoxide dismutase activity","other molecular function","F","PGEN_.00g065700","P80174","SODC_CARCR","Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)"
"287","GO:0004190",0.0439018710943212,0.999126399334299,1,10,"aspartic-type endopeptidase activity","MF","aspartic-type endopeptidase activity","other molecular function","F","PGEN_.00g024960","Q6BK42","DDI1_DEBHA","DNA damage-inducible protein 1 (EC 3.4.23.-)"
"288","GO:0004758",0.0444882295220376,0.999250541202957,1,4,"serine C-palmitoyltransferase activity","MF","serine C-palmitoyltransferase activity","other molecular function","F","PGEN_.00g171780","P97363","SPTC2_MOUSE","Serine palmitoyltransferase 2 (EC 2.3.1.50) (Long chain base biosynthesis protein 2) (LCB 2) (Long chain base biosynthesis protein 2a) (LCB2a) (Serine-palmitoyl-CoA transferase 2) (SPT 2)"
"289","GO:0048018",0.00307607085580881,0.999937262429338,2,7,"receptor ligand activity","MF","receptor agonist activity","signal transduction activity","F","PGEN_.00g204470; PGEN_.00g208580","P41221; Q3L254","WNT5A_HUMAN; WNT7B_CHICK","Protein Wnt-5a; Protein Wnt-7b"
"290","GO:0005008",0.0078819923351325,1,1,1,"hepatocyte growth factor-activated receptor activity","MF","hepatocyte growth factor receptor activity","signal transduction activity","F","PGEN_.00g211830","P16056","MET_MOUSE","Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met)"
"291","GO:0008020",0.00881528564403798,0.999980666010919,1,2,"G protein-coupled photoreceptor activity","MF","G-protein coupled photoreceptor activity","signal transduction activity","F","PGEN_.00g072260","Q5XXP2","OPN4_PHOSU","Melanopsin (Opsin-4)"
"292","GO:0005115",0.0151247005802078,1,1,1,"receptor tyrosine kinase-like orphan receptor binding","MF","receptor tyrosine kinase-like orphan receptor binding","signal transduction activity","F","PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"293","GO:0005109",0.0161813057696987,0.999078233070868,2,18,"frizzled binding","MF","frizzled binding","signal transduction activity","F","PGEN_.00g204470; PGEN_.00g208580","P41221; Q3L254","WNT5A_HUMAN; WNT7B_CHICK","Protein Wnt-5a; Protein Wnt-7b"
"294","GO:0005227",0.018975916101969,0.999880056492449,1,3,"calcium activated cation channel activity","MF","calcium activated cation channel activity","transporter activity","F","PGEN_.00g252700","Q9ESQ5","TRPM4_RAT","Transient receptor potential cation channel subfamily M member 4 (Calcium-activated non-selective cation channel 1) (Long transient receptor potential channel 4) (LTrpC-4) (LTrpC4) (MLS2s) (Melastatin-like 2)"
"295","GO:0015184",0.0468157582546573,0.999078158670194,1,6,"L-cystine transmembrane transporter activity","MF","L-cystine transmembrane transporter activity","transporter activity","F","PGEN_.00g186170","P82251","BAT1_HUMAN","b(0,+)-type amino acid transporter 1 (b(0,+)AT1) (Glycoprotein-associated amino acid transporter b0,+AT1) (Solute carrier family 7 member 9)"
"296","GO:0102043",0.00630568991797785,1,1,1,"isopentenyl phosphate kinase activity","MF",NA,NA,NA,"PGEN_.00g273120","O26153","IPK_METTH","Isopentenyl phosphate kinase (IPK) (EC 2.7.4.26)"
"297","GO:0035516",0.0108985650434301,0.999970416655092,1,2,"oxidative DNA demethylase activity","MF",NA,NA,NA,"PGEN_.00g131030","Q9NXW9","ALKB4_HUMAN","Alpha-ketoglutarate-dependent dioxygenase alkB homolog 4 (Alkylated DNA repair protein alkB homolog 4) (DNA N6-methyl adenine demethylase ALKBH4) (EC 1.14.11.51) (Lysine-specific demethylase ALKBH4) (EC 1.14.11.-)"
"298","GO:1902379",0.0151247005802078,1,1,1,"chemoattractant activity involved in axon guidance","MF",NA,NA,NA,"PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"299","GO:0000978",0.0176807604626911,0.99596607930162,5,161,"RNA polymerase II cis-regulatory region sequence-specific DNA binding","MF",NA,NA,NA,"PGEN_.00g001170; PGEN_.00g055620; PGEN_.00g167410; PGEN_.00g213360; PGEN_.00g305680","Q66HA5; Q5R452; Q9Y2V3; Q14995; O88873","C2D1A_RAT; SAFB1_PONAB; RX_HUMAN; NR1D2_HUMAN; GMEB2_RAT","Coiled-coil and C2 domain-containing protein 1A (Five prime repressor element under dual repression-binding protein 1) (FRE under dual repression-binding protein 1) (Freud-1); Scaffold attachment factor B1 (SAF-B1); Retinal homeobox protein Rx (Retina and anterior neural fold homeobox protein); Nuclear receptor subfamily 1 group D member 2 (Orphan nuclear hormone receptor BD73) (Rev-erb alpha-related receptor) (RVR) (Rev-erb-beta) (V-erbA-related protein 1-related) (EAR-1R); Glucocorticoid modulatory element-binding protein 2 (GMEB-2)"
"300","GO:0090736",0.0326921130172535,0.999730815385495,1,2,"MATH domain binding","MF",NA,NA,NA,"PGEN_.00g334400","O01761","UNC89_CAEEL","Muscle M-line assembly protein unc-89 (Obscurin) (Uncoordinated protein 89)"
"301","GO:0045080",0.039244880590077,0.999418115780357,1,4,NA,NA,"positive regulation of chemokine biosynthetic process","other metabolic processes","P","PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"302","GO:0002741",0.0244329132280654,0.999850285088828,1,2,NA,NA,"positive regulation of cytokine secretion during immune response","transport","P","PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"303","GO:0050718",0.0263727205208984,0.999767541175325,1,3,NA,NA,"positive regulation of interleukin-1 beta secretion","transport","P","PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"304","GO:2000484",0.0391927476169006,0.999381400703158,1,5,NA,NA,NA,NA,NA,"PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
