"input" "reason" "matches" "identifier" "name" "namespace" "description" "class"
"GO:0010961" "MATCH" "1" "GO:0010961" "cellular magnesium ion homeostasis" "biological_process" "Any process involved in the maintenance of an internal steady state of magnesium ions at the level of a cell." "GOTerm"
"GO:0010960" "MATCH" "1" "GO:0010960" "magnesium ion homeostasis" "biological_process" "Any process involved in the maintenance of an internal steady state of magnesium ions within an organism or cell." "GOTerm"
"GO:0071817" "MATCH" "1" "GO:0071817" "MMXD complex" "cellular_component" "A protein complex that contains the proteins MMS19, MIP18 and XPD, localizes to mitotic spindle during mitosis, and is required for proper chromosome segregation." "GOTerm"
"GO:0071818" "MATCH" "1" "GO:0071818" "BAT3 complex" "cellular_component" "A protein complex consisting of BAT3 (BAG6) and its cofactors. In mammals these cofactors are TRC35 (GET4) and UBL4A. It facilitates tail-anchored protein capture by ASNA1/TRC4 and also chaperones polypeptides from the endoplasmic reticulum retrotranslocation machinery to the proteasome, maintaining the solubility of substrates to improve ER-associated protein degradation (ERAD)." "GOTerm"
"GO:0071816" "MATCH" "1" "GO:0071816" "tail-anchored membrane protein insertion into ER membrane" "biological_process" "A process of protein insertion into the endoplasmic reticulum (ER) membrane in which a tail-anchored (TA) transmembrane protein is incorporated into an endoplasmic reticulum (ER) membrane. TA transmembrane protein, also named type II transmembrane proteins, contain a single C- terminal transmembrane region." "GOTerm"
"GO:0007252" "MATCH" "1" "GO:0007252" "I-kappaB phosphorylation" "biological_process" "The process of introducing a phosphate group into an inhibitor of kappa B (I-kappaB) protein. Phosphorylation of I-kappaB targets I-kappaB for ubiquitination and proteasomal degradation, thus releasing bound NF-kappaB dimers, which can translocate to the nucleus to bind DNA and regulate transcription." "GOTerm"
"GO:0008584" "MATCH" "1" "GO:0008584" "male gonad development" "biological_process" "The process whose specific outcome is the progression of the male gonad over time, from its formation to the mature structure." "GOTerm"
"GO:0021559" "MATCH" "1" "GO:0021559" "trigeminal nerve development" "biological_process" "The process whose specific outcome is the progression of the trigeminal nerve over time, from its formation to the mature structure. The trigeminal nerve is composed of three large branches. They are the ophthalmic (V1, sensory), maxillary (V2, sensory) and mandibular (V3, motor and sensory) branches. The sensory ophthalmic branch travels through the superior orbital fissure and passes through the orbit to reach the skin of the forehead and top of the head. The maxillary nerve contains sensory branches that reach the pterygopalatine fossa via the inferior orbital fissure (face, cheek and upper teeth) and pterygopalatine canal (soft and hard palate, nasal cavity and pharynx). The motor part of the mandibular branch is distributed to the muscles of mastication, the mylohyoid muscle and the anterior belly of the digastric. The mandibular nerve also innervates the tensor veli palatini and tensor tympani muscles. The sensory part of the mandibular nerve is composed of branches that carry general sensory information from the mucous membranes of the mouth and cheek, anterior two-thirds of the tongue, lower teeth, skin of the lower jaw, side of the head and scalp and meninges of the anterior and middle cranial fossae." "GOTerm"
"GO:0033540" "MATCH" "1" "GO:0033540" "fatty acid beta-oxidation using acyl-CoA oxidase" "biological_process" "A fatty acid beta-oxidation pathway in which the initial step, which converts an acyl-CoA to a trans-2-enoyl-CoA, is catalyzed by acyl-CoA oxidase; the electrons removed by oxidation pass directly to oxygen and produce hydrogen peroxide, which is cleaved by peroxisomal catalases. Fatty acid beta-oxidation begins with the addition of coenzyme A to a fatty acid, and ends when only two or three carbons remain (as acetyl-CoA or propionyl-CoA respectively)." "GOTerm"
"GO:0007253" "MATCH" "1" "GO:0007253" "cytoplasmic sequestering of NF-kappaB" "biological_process" "The selective interaction of the transcription factor NF-kappaB with specific molecules in the cytoplasm, thereby inhibiting its translocation into the nucleus." "GOTerm"
"GO:0007250" "MATCH" "1" "GO:0007250" "activation of NF-kappaB-inducing kinase activity" "biological_process" "The stimulation of the activity of NF-kappaB-inducing kinase through phosphorylation at specific residues." "GOTerm"
"GO:0008582" "MATCH" "1" "GO:0008582" "regulation of synaptic growth at neuromuscular junction" "biological_process" "Any process that modulates the frequency, rate or extent of synaptic growth at neuromuscular junctions." "GOTerm"
"GO:0071819" "MATCH" "1" "GO:0071819" "DUBm complex" "cellular_component" "A protein complex that forms part of SAGA-type complexes SAGA and SLIK, and mediates deubiquitination of histone H2B. In S. cerevisiae, the DUBm consists of the proteins Ubp8p, Sgf11p, Sus1p, and Sgf73p." "GOTerm"
"GO:0007256" "MATCH" "1" "GO:0007256" "activation of JNKK activity" "biological_process" "The initiation of the activity of the inactive enzyme JUN kinase kinase (JNKK) activity. JNKKs are involved in a signaling pathway that is primarily activated by cytokines and exposure to environmental stress." "GOTerm"
"GO:0021555" "MATCH" "1" "GO:0021555" "midbrain-hindbrain boundary morphogenesis" "biological_process" "The process in which the anatomical structure of the midbrain-hindbrain boundary is generated and organized. The midbrain-hindbrain domain of the embryonic brain is comprised of the mesencephalic vesicle and the first rhombencephalic vesicle at early somitogenesis stages. An organizing center at the boundary patterns the midbrain and hindbrain primordia of the neural plate." "GOTerm"
"GO:0007257" "MATCH" "1" "GO:0007257" "activation of JUN kinase activity" "biological_process" "The initiation of the activity of the inactive enzyme JUN kinase (JNK)." "GOTerm"
"GO:0008587" "MATCH" "1" "GO:0008587" "imaginal disc-derived wing margin morphogenesis" "biological_process" "The process in which the anatomical structures of the imaginal disc-derived wing margin are generated and organized. The wing margin is a strip of cells in the third instar disc at the boundary between the presumptive dorsal and ventral surfaces of the wing blade." "GOTerm"
"GO:0046854" "MATCH" "1" "GO:0046854" "phosphatidylinositol phosphorylation" "biological_process" "The process of introducing one or more phosphate groups into a phosphatidylinositol, any glycerophosphoinositol having one phosphatidyl group esterified to one of the hydroxy groups of inositol." "GOTerm"
"GO:0007254" "MATCH" "1" "GO:0007254" "JNK cascade" "biological_process" "An intracellular protein kinase cascade containing at least a JNK (a MAPK), a JNKK (a MAPKK) and a JUN3K (a MAP3K). The cascade can also contain an additional tier: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinases in the downstream tier to transmit a signal within a cell." "GOTerm"
"GO:0008586" "MATCH" "1" "GO:0008586" "imaginal disc-derived wing vein morphogenesis" "biological_process" "The process in which anatomical structures of the veins on an imaginal disc-derived wing are generated and organized." "GOTerm"
"GO:0021557" "MATCH" "1" "GO:0021557" "oculomotor nerve development" "biological_process" "The process whose specific outcome is the progression of the oculomotor nerve over time, from its formation to the mature structure. This motor nerve innervates all extraocular muscles except the superior oblique and the lateral rectus muscles. The superior division supplies the levator palpebrae superioris and superior rectus muscles. The inferior division supplies the medial rectus, inferior rectus and inferior oblique muscles. This nerve also innervates the striated muscles of the eyelid. Pupillary constriction and lens movement are mediated by this nerve for near vision. In the orbit the inferior division sends branches that enter the ciliary ganglion where they form functional contacts (synapses) with the ganglion cells. The ganglion cells send nerve fibers into the back of the eye where they travel to ultimately innervate the ciliary muscle and the constrictor pupillae muscle." "GOTerm"
"GO:0046851" "MATCH" "1" "GO:0046851" "negative regulation of bone remodeling" "biological_process" "Any process that stops, prevents, or reduces the frequency, rate or extent of bone remodeling." "GOTerm"
"GO:0008585" "MATCH" "1" "GO:0008585" "female gonad development" "biological_process" "The process whose specific outcome is the progression of the female gonad over time, from its formation to the mature structure." "GOTerm"
"GO:0021558" "MATCH" "1" "GO:0021558" "trochlear nerve development" "biological_process" "The process whose specific outcome is the progression of the trochlear nerve over time, from its formation to the mature structure. The trochlear nerve is a motor nerve and is the only cranial nerve to exit the brain dorsally. The trochlear nerve innervates the superior oblique muscle." "GOTerm"
"GO:0021551" "MATCH" "1" "GO:0021551" "central nervous system morphogenesis" "biological_process" "The process in which the anatomical structure of the central nervous system is generated and organized. The central nervous system is the core nervous system that serves an integrating and coordinating function. In vertebrates it consists of the brain and spinal cord. In those invertebrates with a central nervous system it typically consists of a brain, cerebral ganglia and a nerve cord." "GOTerm"
"GO:0007258" "MATCH" "1" "GO:0007258" "JUN phosphorylation" "biological_process" "The process of introducing a phosphate group into a JUN protein." "GOTerm"
"GO:0021553" "MATCH" "1" "GO:0021553" "olfactory nerve development" "biological_process" "The process whose specific outcome is the progression of the olfactory nerve over time, from its formation to the mature structure. The olfactory nerve is a collection of sensory nerve rootlets that extend down from the olfactory bulb to the olfactory mucosa of the upper parts of the nasal cavity. This nerve conducts odor information to the brainstem." "GOTerm"
"GO:0046855" "MATCH" "1" "GO:0046855" "inositol phosphate dephosphorylation" "biological_process" "The process of removing a phosphate group from any mono- or polyphosphorylated inositol." "GOTerm"
"GO:0008589" "MATCH" "1" "GO:0008589" "regulation of smoothened signaling pathway" "biological_process" "Any process that modulates the frequency, rate or extent of smoothened signaling." "GOTerm"
"GO:0007259" "MATCH" "1" "GO:0007259" "receptor signaling pathway via JAK-STAT" "biological_process" "Any process in which STAT proteins (Signal Transducers and Activators of Transcription) and JAK (Janus Activated Kinase) proteins convey a signal to trigger a change in the activity or state of a cell. The receptor signaling pathway via JAK-STAT begins with activation of a receptor and proceeeds through STAT protein activation by members of the JAK family of tyrosine kinases. STAT proteins dimerize and subsequently translocate to the nucleus. The pathway ends with regulation of target gene expression by STAT proteins." "GOTerm"
"GO:0046856" "MATCH" "1" "GO:0046856" "phosphatidylinositol dephosphorylation" "biological_process" "The process of removing one or more phosphate groups from a phosphatidylinositol." "GOTerm"
"GO:0022890" "MATCH" "1" "GO:0022890" "inorganic cation transmembrane transporter activity" "molecular_function" "Enables the transfer of inorganic cations from one side of a membrane to the other. Inorganic cations are atoms or small molecules with a positive charge that do not contain carbon in covalent linkage." "GOTerm"
"GO:0033539" "MATCH" "1" "GO:0033539" "fatty acid beta-oxidation using acyl-CoA dehydrogenase" "biological_process" "A fatty acid beta-oxidation pathway in which the initial step of each oxidation cycle, which converts an acyl-CoA to a trans-2-enoyl-CoA, is catalyzed by acyl-CoA dehydrogenase; the electrons removed by oxidation pass through the respiratory chain to oxygen and leave H2O as the product. Fatty acid beta-oxidation begins with the addition of coenzyme A to a fatty acid, and ends when only two or three carbons remain (as acetyl-CoA or propionyl-CoA respectively)." "GOTerm"
"GO:0019243" "MATCH" "1" "GO:0019243" "methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione" "biological_process" "The chemical reactions and pathways resulting in the breakdown of methylglyoxal, CH3-CO-CHO, into D-lactate via the intermediate S-lactoyl-glutathione. Glutathione is used in the first step of the pathway and then regenerated in the second step." "GOTerm"
"GO:0019242" "MATCH" "1" "GO:0019242" "methylglyoxal biosynthetic process" "biological_process" "The chemical reactions and pathways resulting in the formation of methylglyoxal, CH3-CO-CHO, the aldehyde of pyruvic acid." "GOTerm"
"GO:0010897" "MATCH" "1" "GO:0010897" "negative regulation of triglyceride catabolic process" "biological_process" "Any process that decreases the frequency, rate, or extent of the chemical reactions and pathways resulting in the breakdown of triglyceride." "GOTerm"
"GO:0032201" "MATCH" "1" "GO:0032201" "telomere maintenance via semi-conservative replication" "biological_process" "The process in which telomeric DNA is synthesized semi-conservatively by the conventional replication machinery and telomeric accessory factors as part of cell cycle DNA replication." "GOTerm"
"GO:0019244" "MATCH" "1" "GO:0019244" "lactate biosynthetic process from pyruvate" "biological_process" "The chemical reactions and pathways resulting in the formation of lactate from other compounds, including pyruvate." "GOTerm"
"GO:0032202" "MATCH" "1" "GO:0032202" "telomere assembly" "biological_process" "A cellular process that results in the aggregation, arrangement and bonding together of a set of components to form a telomere at a non-telomeric double-stranded DNA end. A telomere is a terminal region of a linear chromosome that includes telomeric DNA repeats and associated proteins." "GOTerm"
"GO:0010899" "MATCH" "1" "GO:0010899" "regulation of phosphatidylcholine catabolic process" "biological_process" "Any process that modulates the rate, frequency or extent of phosphatidylcholine catabolism. Phosphatidylcholine catabolic processes are the chemical reactions and pathways resulting in the breakdown of phosphatidylcholines, any of a class of glycerophospholipids in which the phosphatidyl group is esterified to the hydroxyl group of choline." "GOTerm"
"GO:0010898" "MATCH" "1" "GO:0010898" "positive regulation of triglyceride catabolic process" "biological_process" "Any process that increases the frequency, rate, or extent of the chemical reactions and pathways resulting in the breakdown of triglyceride." "GOTerm"
"GO:0010893" "MATCH" "1" "GO:0010893" "positive regulation of steroid biosynthetic process" "biological_process" "Any process that increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of steroids, compounds with a 1,2,cyclopentanoperhydrophenanthrene nucleus." "GOTerm"
"GO:0032205" "MATCH" "1" "GO:0032205" "negative regulation of telomere maintenance" "biological_process" "Any process that stops, prevents, or reduces the frequency, rate or extent of a process that affects and monitors the activity of telomeric proteins and the length of telomeric DNA." "GOTerm"
"GO:0032206" "MATCH" "1" "GO:0032206" "positive regulation of telomere maintenance" "biological_process" "Any process that activates or increases the frequency, rate or extent of a process that affects and monitors the activity of telomeric proteins and the length of telomeric DNA." "GOTerm"
"GO:0010894" "MATCH" "1" "GO:0010894" "negative regulation of steroid biosynthetic process" "biological_process" "Any process that decreases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of steroids, compounds with a 1,2,cyclopentanoperhydrophenanthrene nucleus." "GOTerm"
"GO:0032204" "MATCH" "1" "GO:0032204" "regulation of telomere maintenance" "biological_process" "Any process that modulates the frequency, rate or extent of a process that affects and monitors the activity of telomeric proteins and the length of telomeric DNA." "GOTerm"
"GO:0044209" "MATCH" "1" "GO:0044209" "AMP salvage" "biological_process" "The chemical reactions and pathways resulting in the formation of adenosine monophosphate (AMP) from derivatives of it (either adenine, ADP or adenosine 3',5'-bisphosphate) without de novo synthesis." "GOTerm"
"GO:0044208" "MATCH" "1" "GO:0044208" "'de novo' AMP biosynthetic process" "biological_process" "The chemical reactions and pathways resulting in the formation of adenosine monophosphate (AMP) from inosine 5'-monophosphate (IMP)." "GOTerm"
"GO:0071805" "MATCH" "1" "GO:0071805" "potassium ion transmembrane transport" "biological_process" "A process in which a potassium ion is transported from one side of a membrane to the other." "GOTerm"
"GO:0007263" "MATCH" "1" "GO:0007263" "nitric oxide mediated signal transduction" "biological_process" "Any intracellular signal transduction in which the signal is passed on within the cell via nitric oxide (NO). Includes synthesis of nitric oxide, receptors/sensors for nitric oxide (such as soluble guanylyl cyclase/sGC) and downstream effectors that further transmit the signal within the cell. Nitric oxide transmits its downstream effects through either cyclic GMP (cGMP)-dependent or independent mechanisms." "GOTerm"
"GO:0008595" "MATCH" "1" "GO:0008595" "anterior/posterior axis specification, embryo" "biological_process" "The specification of the anterior/posterior axis of the embryo by the products of genes expressed maternally and genes expressed in the zygote." "GOTerm"
"GO:0021548" "MATCH" "1" "GO:0021548" "pons development" "biological_process" "The process whose specific outcome is the progression of the pons over time, from its formation to the mature structure. The pons lies above the medulla and next to the cerebellum. The pons conveys information about movement from the cerebral hemisphere to the cerebellum." "GOTerm"
"GO:0007264" "MATCH" "1" "GO:0007264" "small GTPase mediated signal transduction" "biological_process" "Any series of molecular signals in which a small monomeric GTPase relays one or more of the signals." "GOTerm"
"GO:0008594" "MATCH" "1" "GO:0008594" "photoreceptor cell morphogenesis" "biological_process" "The process in which the structures of a photoreceptor cell are generated and organized. This process occurs while the initially relatively unspecialized cell is acquiring the specialized features of a photoreceptor cell, a sensory cell that reacts to the presence of light. An example of this is found in Drosophila melanogaster." "GOTerm"
"GO:0021549" "MATCH" "1" "GO:0021549" "cerebellum development" "biological_process" "The process whose specific outcome is the progression of the cerebellum over time, from its formation to the mature structure. The cerebellum is the portion of the brain in the back of the head between the cerebrum and the pons. In mice, the cerebellum controls balance for walking and standing, modulates the force and range of movement and is involved in the learning of motor skills." "GOTerm"
"GO:0008593" "MATCH" "1" "GO:0008593" "regulation of Notch signaling pathway" "biological_process" "Any process that modulates the frequency, rate or extent of the Notch signaling pathway." "GOTerm"
"GO:0007267" "MATCH" "1" "GO:0007267" "cell-cell signaling" "biological_process" "Any process that mediates the transfer of information from one cell to another. This process includes signal transduction in the receiving cell and, where applicable, release of a ligand and any processes that actively facilitate its transport and presentation to the receiving cell.  Examples include signaling via soluble ligands, via cell adhesion molecules and via gap junctions." "GOTerm"
"GO:0007268" "MATCH" "1" "GO:0007268" "chemical synaptic transmission" "biological_process" "The vesicular release of classical neurotransmitter molecules from a presynapse, across a chemical synapse, the subsequent activation of neurotransmitter receptors at the postsynapse of a target cell (neuron, muscle, or secretory cell) and the effects of this activation on the postsynaptic membrane potential and ionic composition of the postsynaptic cytosol. This process encompasses both spontaneous and evoked release of neurotransmitter and all parts of synaptic vesicle exocytosis. Evoked transmission starts with the arrival of an action potential at the presynapse." "GOTerm"
"GO:0021545" "MATCH" "1" "GO:0021545" "cranial nerve development" "biological_process" "The process whose specific outcome is the progression of the cranial nerves over time, from its formation to the mature structure. The cranial nerves are composed of twelve pairs of nerves that emanate from the nervous tissue of the hindbrain. These nerves are sensory, motor, or mixed in nature, and provide the motor and general sensory innervation of the head, neck and viscera. They mediate vision, hearing, olfaction and taste and carry the parasympathetic innervation of the autonomic ganglia that control visceral functions." "GOTerm"
"GO:0007265" "MATCH" "1" "GO:0007265" "Ras protein signal transduction" "biological_process" "A series of molecular signals within the cell that are mediated by a member of the Ras superfamily of proteins switching to a GTP-bound active state." "GOTerm"
"GO:0008597" "MATCH" "1" "GO:0008597" "calcium-dependent protein serine/threonine phosphatase regulator activity" "molecular_function" "Modulation of the activity of the enzyme calcium-dependent protein serine/threonine phosphatase." "GOTerm"
"GO:0007266" "MATCH" "1" "GO:0007266" "Rho protein signal transduction" "biological_process" "A series of molecular signals within the cell that are mediated by a member of the Rho family of proteins switching to a GTP-bound active state." "GOTerm"
"GO:0021540" "MATCH" "1" "GO:0021540" "corpus callosum morphogenesis" "biological_process" "The process in which the anatomical structures of the corpus callosum are generated and organized. The corpus callosum is a thick bundle of nerve fibers comprising a commissural plate connecting the two cerebral hemispheres. It consists of contralateral axon projections that provides communications between the right and left cerebral hemispheres." "GOTerm"
"GO:0044205" "MATCH" "1" "GO:0044205" "'de novo' UMP biosynthetic process" "biological_process" "The chemical reactions and pathways resulting in the formation of UMP, uridine monophosphate, starting with the synthesis of (S)-dihydroorotate from bicarbonate; UMP biosynthesis may either occur via reduction by quinone, NAD(+) or oxygen." "GOTerm"
"GO:0021541" "MATCH" "1" "GO:0021541" "ammon gyrus development" "biological_process" "The process whose specific outcome is the progression of the ammon gyrus over time, from its formation to the mature structure. The ammon gyrus, often subdivided into the CA1 and CA3 regions, is one of the two interlocking gyri of the hippocampus that is rich in large pyramidal neurons." "GOTerm"
"GO:0007269" "MATCH" "1" "GO:0007269" "neurotransmitter secretion" "biological_process" "The regulated release of neurotransmitter from the presynapse into the synaptic cleft via calcium-regulated exocytosis during synaptic transmission." "GOTerm"
"GO:0021542" "MATCH" "1" "GO:0021542" "dentate gyrus development" "biological_process" "The process whose specific outcome is the progression of the dentate gyrus over time, from its formation to the mature structure. The dentate gyrus is one of two interlocking gyri of the hippocampus. It contains granule cells, which project to the pyramidal cells and interneurons of the CA3 region of the ammon gyrus." "GOTerm"
"GO:0044206" "MATCH" "1" "GO:0044206" "UMP salvage" "biological_process" "Any process which produces UMP, uridine monophosphate, from derivatives of it (e.g. cytidine, uridine, cytosine) without de novo synthesis." "GOTerm"
"GO:0033528" "MATCH" "1" "GO:0033528" "S-methylmethionine cycle" "biological_process" "A cyclic series of interconversions involving S-methyl-L-methionine, S-adenosyl-L-homocysteine, S-adenosyl-L-methionine, L-homocysteine, and L-methionine. Converts the methionine group of adenosylmethionine back to free methionine, and may serve regulate the cellular adenosylmethionine level." "GOTerm"
"GO:0019230" "MATCH" "1" "GO:0019230" "proprioception" "biological_process" "The series of events by which an organism senses the position, location, orientation, and movement of the body and its parts. Proprioception is mediated by proprioceptors, sensory nerve terminals found in muscles, tendons, and joint capsules, which give information concerning movements and position of the body. The receptors in the labyrinth are sometimes also considered proprioceptors." "GOTerm"
"GO:0045540" "MATCH" "1" "GO:0045540" "regulation of cholesterol biosynthetic process" "biological_process" "Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of cholesterol." "GOTerm"
"GO:0046872" "MATCH" "1" "GO:0046872" "metal ion binding" "molecular_function" "Interacting selectively and non-covalently with any metal ion." "GOTerm"
"GO:0045541" "MATCH" "1" "GO:0045541" "negative regulation of cholesterol biosynthetic process" "biological_process" "Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of cholesterol." "GOTerm"
"GO:0044210" "MATCH" "1" "GO:0044210" "'de novo' CTP biosynthetic process" "biological_process" "The chemical reactions and pathways resulting in the formation of cytidine 5'-triphosphate (CTP) from simpler components." "GOTerm"
"GO:0046870" "MATCH" "1" "GO:0046870" "cadmium ion binding" "molecular_function" "Interacting selectively and non-covalently with cadmium (Cd) ions." "GOTerm"
"GO:0033522" "MATCH" "1" "GO:0033522" "histone H2A ubiquitination" "biological_process" "The modification of histone H2A by addition of one or more ubiquitin groups." "GOTerm"
"GO:0019233" "MATCH" "1" "GO:0019233" "sensory perception of pain" "biological_process" "The series of events required for an organism to receive a painful stimulus, convert it to a molecular signal, and recognize and characterize the signal. Pain is medically defined as the physical sensation of discomfort or distress caused by injury or illness, so can hence be described as a harmful stimulus which signals current (or impending) tissue damage. Pain may come from extremes of temperature, mechanical damage, electricity or from noxious chemical substances. This is a neurological process." "GOTerm"
"GO:0019236" "MATCH" "1" "GO:0019236" "response to pheromone" "biological_process" "Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a pheromone stimulus." "GOTerm"
"GO:0019237" "MATCH" "1" "GO:0019237" "centromeric DNA binding" "molecular_function" "Interacting selectively and non-covalently with a centromere, a region of chromosome where the spindle fibers attach during mitosis and meiosis." "GOTerm"
"GO:0071803" "MATCH" "1" "GO:0071803" "positive regulation of podosome assembly" "biological_process" "Any process that activates or increases the rate or extent of podosome assembly." "GOTerm"
"GO:0071800" "MATCH" "1" "GO:0071800" "podosome assembly" "biological_process" "The aggregation, arrangement and bonding together of a set of components to form a podosome, an actin-rich adhesion structure characterized by formation upon cell substrate contact and localization at the substrate-attached part of the cell." "GOTerm"
"GO:0033523" "MATCH" "1" "GO:0033523" "histone H2B ubiquitination" "biological_process" "The modification of histone H2B by addition of ubiquitin groups." "GOTerm"
"GO:0071801" "MATCH" "1" "GO:0071801" "regulation of podosome assembly" "biological_process" "Any process that modulates the frequency, rate or extent of podosome assembly." "GOTerm"
"GO:0070508" "MATCH" "1" "GO:0070508" "cholesterol import" "biological_process" "The directed movement of cholesterol into a cell or organelle." "GOTerm"
"GO:0071839" "MATCH" "1" "GO:0071839" "apoptotic process in bone marrow cell" "biological_process" "The apoptotic process in cells in the bone marrow." "GOTerm"
"GO:0070509" "MATCH" "1" "GO:0070509" "calcium ion import" "biological_process" "The directed movement of calcium ions into a cell or organelle." "GOTerm"
"GO:0010880" "MATCH" "1" "GO:0010880" "regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum" "biological_process" "Any process that modulates the rate, frequency or extent of release of sequestered calcium ion into cytosol by the sarcoplasmic reticulum, the process in which the release of sequestered calcium ion by sarcoplasmic reticulum into cytosol occurs via calcium release channels." "GOTerm"
"GO:0070506" "MATCH" "1" "GO:0070506" "high-density lipoprotein particle receptor activity" "molecular_function" "Combining with a high-density lipoprotein particle and delivering the high-density lipoprotein into the cell via endocytosis." "GOTerm"
"GO:0071837" "MATCH" "1" "GO:0071837" "HMG box domain binding" "molecular_function" "Interacting selectively and non-covalently with an HMG box domain, a protein domain that consists of three helices in an irregular array. HMG-box domains are found in one or more copies in HMG-box proteins, which form a large, diverse family involved in the regulation of DNA-dependent processes such as transcription, replication, and strand repair, all of which require the bending and unwinding of chromatin." "GOTerm"
"GO:0070507" "MATCH" "1" "GO:0070507" "regulation of microtubule cytoskeleton organization" "biological_process" "Any process that modulates the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising microtubules and their associated proteins." "GOTerm"
"GO:0071838" "MATCH" "1" "GO:0071838" "cell proliferation in bone marrow" "biological_process" "The multiplication or reproduction of cells, resulting in the expansion of a cell population in the bone marrow." "GOTerm"
"GO:0021537" "MATCH" "1" "GO:0021537" "telencephalon development" "biological_process" "The process whose specific outcome is the progression of the telencephalon over time, from its formation to the mature structure. The telencephalon is the paired anteriolateral division of the prosencephalon plus the lamina terminalis from which the olfactory lobes, cerebral cortex, and subcortical nuclei are derived." "GOTerm"
"GO:0021538" "MATCH" "1" "GO:0021538" "epithalamus development" "biological_process" "The progression of the epithalamus over time from its initial formation until its mature state. The epithalamus is the small dorsomedial area of the thalamus including the habenular nuclei and associated fiber bundles, the pineal body, and the epithelial roof of the third ventricle." "GOTerm"
"GO:0021539" "MATCH" "1" "GO:0021539" "subthalamus development" "biological_process" "The process whose specific outcome is the progression of the subthalamus over time, from its formation to the mature structure. The subthalamus is the anterior part of the diencephalon that lies between the thalamus, hypothalamus, and tegmentum of the mesencephalon, including subthalamic nucleus, zona incerta, the fields of Forel, and the nucleus of ansa lenticularis." "GOTerm"
"GO:0044212" "MATCH" "1" "GO:0044212" "transcription regulatory region DNA binding" "molecular_function" "Interacting selectively and non-covalently with a DNA region that regulates the transcription of a region of DNA, which may be a gene, cistron, or operon. Binding may occur as a sequence specific interaction or as an interaction observed only once a factor has been recruited to the DNA by other factors." "GOTerm"
"GO:0009897" "MATCH" "1" "GO:0009897" "external side of plasma membrane" "cellular_component" "The leaflet of the plasma membrane that faces away from the cytoplasm and any proteins embedded or anchored in it or attached to its surface." "GOTerm"
"GO:0021533" "MATCH" "1" "GO:0021533" "cell differentiation in hindbrain" "biological_process" "The process in which relatively unspecialized cells acquire specialized structural and/or functional features that characterize the mature cells of the hindbrain. Differentiation includes the processes involved in commitment of a cell to a specific fate." "GOTerm"
"GO:0046875" "MATCH" "1" "GO:0046875" "ephrin receptor binding" "molecular_function" "Interacting selectively and non-covalently with an ephrin receptor." "GOTerm"
"GO:0044211" "MATCH" "1" "GO:0044211" "CTP salvage" "biological_process" "Any process which produces cytidine 5'-triphosphate (CTP) from derivatives of it, without de novo synthesis." "GOTerm"
"GO:0045545" "MATCH" "1" "GO:0045545" "syndecan binding" "molecular_function" "Interacting selectively and non-covalently with syndecan, an integral membrane proteoglycan (250-300 kDa) associated largely with epithelial cells." "GOTerm"
"GO:0046873" "MATCH" "1" "GO:0046873" "metal ion transmembrane transporter activity" "molecular_function" "Enables the transfer of metal ions from one side of a membrane to the other." "GOTerm"
"GO:0007232" "MATCH" "1" "GO:0007232" "osmosensory signaling pathway via Sho1 osmosensor" "biological_process" "A series of molecular signals generated in response to osmotic change, as mediated through a Sho1 osmosensor system." "GOTerm"
"GO:0044214" "MATCH" "1" "GO:0044214" "spanning component of plasma membrane" "cellular_component" "The component of the plasma membrane consisting of gene products and protein complexes that have some part that spans both leaflets of the membrane." "GOTerm"
"GO:0045542" "MATCH" "1" "GO:0045542" "positive regulation of cholesterol biosynthetic process" "biological_process" "Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of cholesterol." "GOTerm"
"GO:0044213" "MATCH" "1" "GO:0044213" "intronic transcription regulatory region DNA binding" "molecular_function" "Interacting selectively and non-covalently with an intronic DNA region that regulates the transcription of the transcript it is contained within." "GOTerm"
"GO:0046874" "MATCH" "1" "GO:0046874" "quinolinate metabolic process" "biological_process" "The chemical reactions and pathways involving quinolinate, the anion of quinolinic acid, also known as 2,3-pyridinedicarboxylic acid." "GOTerm"
"GO:0021536" "MATCH" "1" "GO:0021536" "diencephalon development" "biological_process" "The process whose specific outcome is the progression of the diencephalon over time, from its formation to the mature structure. The diencephalon is the paired caudal parts of the prosencephalon from which the thalamus, hypothalamus, epithalamus and subthalamus are derived; these regions regulate autonomic, visceral and endocrine function, and process information directed to the cerebral cortex." "GOTerm"
"GO:0046879" "MATCH" "1" "GO:0046879" "hormone secretion" "biological_process" "The regulated release of hormones, substances with a specific regulatory effect on a particular organ or group of cells." "GOTerm"
