"gene"	"adj.pval.Initial.Treatment"	"scaffold"	"start"	"end"	"uniprot.id"	"uniprot_taxa.id"	"Uniprot.Name"	"GO.IDs"	"GO.Descript"
"PGEN_.00g267530"	0.0203763871479527	"Scaffold_13"	22088633	22089295	NA	NA	NA	NA	NA
"PGEN_.00g227450"	0.0203768414072884	"Scaffold_11"	9404305	9417515	"Q7LFX5"	"CHSTF_HUMAN"	"Carbohydrate sulfotransferase 15 (EC 2.8.2.33) (B-cell RAG-associated gene protein) (hBRAG) (N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase) (GalNAc4S-6ST)"	"GO:0000139; GO:0016021; GO:0019319; GO:0030206; GO:0050656; GO:0050659"	"Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; 3'-phosphoadenosine 5'-phosphosulfate binding [GO:0050656]; N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase activity [GO:0050659]; chondroitin sulfate biosynthetic process [GO:0030206]; hexose biosynthetic process [GO:0019319]"
"PGEN_.00g130200"	0.0204128751243749	"Scaffold_06"	3346417	3408956	"O55028"	"BCKD_MOUSE"	"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial (EC 2.7.11.4) (Branched-chain alpha-ketoacid dehydrogenase kinase) (BCKD-kinase) (BCKDHKIN)"	"GO:0004672; GO:0004674; GO:0005524; GO:0005739; GO:0005947; GO:0009083; GO:0016310; GO:0047323"	"mitochondrial alpha-ketoglutarate dehydrogenase complex [GO:0005947]; mitochondrion [GO:0005739]; [3-methyl-2-oxobutanoate dehydrogenase (acetyl-transferring)] kinase activity [GO:0047323]; ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]; branched-chain amino acid catabolic process [GO:0009083]; phosphorylation [GO:0016310]"
"PGEN_.00g180330"	0.0204370331674079	"Scaffold_08"	32604271	32628380	NA	NA	NA	NA	NA
"PGEN_.00g316180"	0.0204547093137921	"Scaffold_16"	830367	841125	NA	NA	NA	NA	NA
"PGEN_.00g254500"	0.0205172900757074	"Scaffold_12"	35982116	35999119	"Q99P84"	"PLCE1_RAT"	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1 (EC 3.1.4.11) (Phosphoinositide phospholipase C-epsilon-1) (Phospholipase C-epsilon-1) (PLC-epsilon-1)"	"GO:0000139; GO:0000187; GO:0004435; GO:0004629; GO:0005085; GO:0005623; GO:0005737; GO:0005829; GO:0005886; GO:0007186; GO:0007200; GO:0007265; GO:0008277; GO:0016042; GO:0017016; GO:0019899; GO:0032835; GO:0032959; GO:0045859; GO:0046578; GO:0046872; GO:0048015; GO:0051209"	"cell [GO:0005623]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; Golgi membrane [GO:0000139]; plasma membrane [GO:0005886]; enzyme binding [GO:0019899]; guanyl-nucleotide exchange factor activity [GO:0005085]; metal ion binding [GO:0046872]; phosphatidylinositol phospholipase C activity [GO:0004435]; phospholipase C activity [GO:0004629]; Ras GTPase binding [GO:0017016]; activation of MAPK activity [GO:0000187]; G protein-coupled receptor signaling pathway [GO:0007186]; glomerulus development [GO:0032835]; inositol trisphosphate biosynthetic process [GO:0032959]; lipid catabolic process [GO:0016042]; phosphatidylinositol-mediated signaling [GO:0048015]; phospholipase C-activating G protein-coupled receptor signaling pathway [GO:0007200]; Ras protein signal transduction [GO:0007265]; regulation of G protein-coupled receptor signaling pathway [GO:0008277]; regulation of protein kinase activity [GO:0045859]; regulation of Ras protein signal transduction [GO:0046578]; release of sequestered calcium ion into cytosol [GO:0051209]"
"PGEN_.00g250220"	0.0205227427343947	"Scaffold_12"	22137521	22169638	"Q9WYX8"	"Y508_THEMA"	"Uncharacterized protein TM_0508"	"GO:0003677; GO:0005524; GO:0006261; GO:0006281; GO:0006282; GO:0006310; GO:0008047; GO:0009378"	"ATP binding [GO:0005524]; DNA binding [GO:0003677]; enzyme activator activity [GO:0008047]; four-way junction helicase activity [GO:0009378]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA-dependent DNA replication [GO:0006261]; regulation of DNA repair [GO:0006282]"
"PGEN_.00g047370"	0.0205688131055487	"Scaffold_02"	39886101	39916155	"Q01177"	"PLMN_RAT"	"Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Angiostatin; Plasmin heavy chain A, short form; Plasmin light chain B]"	"GO:0004175; GO:0004252; GO:0005102; GO:0005615; GO:0005623; GO:0005886; GO:0006508; GO:0007596; GO:0009986; GO:0010812; GO:0019897; GO:0019899; GO:0019900; GO:0019904; GO:0022617; GO:0031232; GO:0034185; GO:0042246; GO:0042730; GO:0043231; GO:0043536; GO:0044218; GO:0045445; GO:0046716; GO:0048771; GO:0051087; GO:0051603; GO:0051702; GO:0051918; GO:0051919; GO:0052213; GO:0060707; GO:0060716; GO:0071674; GO:0098685; GO:0098978; GO:0099183; GO:1904854; GO:1990405"	"cell [GO:0005623]; cell surface [GO:0009986]; extracellular space [GO:0005615]; extrinsic component of external side of plasma membrane [GO:0031232]; extrinsic component of plasma membrane [GO:0019897]; glutamatergic synapse [GO:0098978]; intracellular membrane-bounded organelle [GO:0043231]; other organism cell membrane [GO:0044218]; plasma membrane [GO:0005886]; Schaffer collateral - CA1 synapse [GO:0098685]; apolipoprotein binding [GO:0034185]; chaperone binding [GO:0051087]; endopeptidase activity [GO:0004175]; enzyme binding [GO:0019899]; kinase binding [GO:0019900]; proteasome core complex binding [GO:1904854]; protein antigen binding [GO:1990405]; protein domain specific binding [GO:0019904]; serine-type endopeptidase activity [GO:0004252]; signaling receptor binding [GO:0005102]; blood coagulation [GO:0007596]; extracellular matrix disassembly [GO:0022617]; fibrinolysis [GO:0042730]; interaction with symbiont [GO:0051702]; interaction with symbiont via secreted substance [GO:0052213]; labyrinthine layer blood vessel development [GO:0060716]; mononuclear cell migration [GO:0071674]; muscle cell cellular homeostasis [GO:0046716]; myoblast differentiation [GO:0045445]; negative regulation of cell-substrate adhesion [GO:0010812]; negative regulation of fibrinolysis [GO:0051918]; positive regulation of blood vessel endothelial cell migration [GO:0043536]; positive regulation of fibrinolysis [GO:0051919]; proteolysis [GO:0006508]; proteolysis involved in cellular protein catabolic process [GO:0051603]; tissue regeneration [GO:0042246]; tissue remodeling [GO:0048771]; trans-synaptic signaling by BDNF, modulating synaptic transmission [GO:0099183]; trophoblast giant cell differentiation [GO:0060707]"
"PGEN_.00g277570"	0.0205688131055487	"Scaffold_14"	3781505	3816692	"Q6PCJ9"	"PPT2A_XENLA"	"Lysosomal thioesterase PPT2-A (PPT-2-A) (EC 3.1.2.-)"	"GO:0005764; GO:0008474"	"lysosome [GO:0005764]; palmitoyl-(protein) hydrolase activity [GO:0008474]"
"PGEN_.00g100120"	0.0205886841623471	"Scaffold_04"	56029434	56082091	"Q8NFP9"	"NBEA_HUMAN"	"Neurobeachin (Lysosomal-trafficking regulator 2) (Protein BCL8B)"	"GO:0005802; GO:0005829; GO:0005886; GO:0008104; GO:0012505; GO:0019901"	"cytosol [GO:0005829]; endomembrane system [GO:0012505]; plasma membrane [GO:0005886]; trans-Golgi network [GO:0005802]; protein kinase binding [GO:0019901]; protein localization [GO:0008104]"
"PGEN_.00g085160"	0.0205991623365792	"Scaffold_04"	16353977	16360613	"Q06527"	"ANKH_ALLVD"	"Ankyrin homolog"	""	""
"PGEN_.00g293300"	0.0208999438100561	"Scaffold_14"	38982767	38992866	NA	NA	NA	NA	NA
"PGEN_.00g136080"	0.0210108466094753	"Scaffold_06"	17803082	17803906	NA	NA	NA	NA	NA
"PGEN_.00g348140"	0.0211722944531325	"Scaffold_18"	24002532	24004464	NA	NA	NA	NA	NA
"PGEN_.00g029490"	0.0211953304564852	"Scaffold_01"	81060043	81073988	"Q80V70"	"MEGF6_MOUSE"	"Multiple epidermal growth factor-like domains protein 6 (Multiple EGF-like domains protein 6) (Epidermal growth factor-like protein 3) (EGF-like protein 3)"	"GO:0005509; GO:0062023"	"collagen-containing extracellular matrix [GO:0062023]; calcium ion binding [GO:0005509]"
"PGEN_.00g048200"	0.0212089068904458	"Scaffold_02"	41956931	41984696	"Q96EB6"	"SIR1_HUMAN"	"NAD-dependent protein deacetylase sirtuin-1 (hSIRT1) (EC 2.3.1.286) (NAD-dependent protein deacylase sirtuin-1) (EC 2.3.1.-) (Regulatory protein SIR2 homolog 1) (SIR2-like protein 1) (hSIR2) [Cleaved into: SirtT1 75 kDa fragment (75SirT1)]"	"GO:0000012; GO:0000122; GO:0000183; GO:0000720; GO:0000731; GO:0000790; GO:0001228; GO:0001525; GO:0001542; GO:0001678; GO:0001934; GO:0001938; GO:0002039; GO:0002821; GO:0003714; GO:0004407; GO:0005623; GO:0005634; GO:0005635; GO:0005637; GO:0005654; GO:0005677; GO:0005719; GO:0005720; GO:0005730; GO:0005737; GO:0005739; GO:0005829; GO:0006325; GO:0006343; GO:0006344; GO:0006346; GO:0006476; GO:0006642; GO:0006974; GO:0006979; GO:0007179; GO:0007283; GO:0007346; GO:0007517; GO:0007569; GO:0008022; GO:0008134; GO:0008284; GO:0009267; GO:0010629; GO:0010875; GO:0010883; GO:0010906; GO:0010934; GO:0014068; GO:0016032; GO:0016239; GO:0016567; GO:0016575; GO:0016605; GO:0016740; GO:0017136; GO:0018394; GO:0019213; GO:0019899; GO:0030225; GO:0030308; GO:0030512; GO:0031393; GO:0031648; GO:0031937; GO:0032007; GO:0032071; GO:0032088; GO:0032868; GO:0032922; GO:0033210; GO:0033553; GO:0033558; GO:0034391; GO:0034979; GO:0034983; GO:0035257; GO:0035356; GO:0035358; GO:0042127; GO:0042326; GO:0042393; GO:0042542; GO:0042595; GO:0042632; GO:0042771; GO:0042802; GO:0042981; GO:0043065; GO:0043066; GO:0043124; GO:0043161; GO:0043280; GO:0043398; GO:0043425; GO:0043433; GO:0043518; GO:0043536; GO:0044321; GO:0045348; GO:0045599; GO:0045722; GO:0045739; GO:0045766; GO:0045892; GO:0045944; GO:0046628; GO:0046872; GO:0046969; GO:0050872; GO:0051019; GO:0051097; GO:0051152; GO:0051574; GO:0051898; GO:0055089; GO:0060766; GO:0070301; GO:0070403; GO:0070857; GO:0070914; GO:0070932; GO:0071356; GO:0071441; GO:0071456; GO:0071479; GO:0071900; GO:0090335; GO:0090400; GO:1900034; GO:1900113; GO:1901215; GO:1901984; GO:1902166; GO:1902176; GO:1902237; GO:1904179; GO:1990254; GO:1990830; GO:2000111; GO:2000480; GO:2000481; GO:2000619; GO:2000655; GO:2000757; GO:2000773; GO:2000774"	"cell [GO:0005623]; chromatin silencing complex [GO:0005677]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; nuclear chromatin [GO:0000790]; nuclear envelope [GO:0005635]; nuclear euchromatin [GO:0005719]; nuclear heterochromatin [GO:0005720]; nuclear inner membrane [GO:0005637]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PML body [GO:0016605]; rDNA heterochromatin [GO:0033553]; bHLH transcription factor binding [GO:0043425]; deacetylase activity [GO:0019213]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; enzyme binding [GO:0019899]; histone binding [GO:0042393]; histone deacetylase activity [GO:0004407]; HLH domain binding [GO:0043398]; identical protein binding [GO:0042802]; keratin filament binding [GO:1990254]; metal ion binding [GO:0046872]; mitogen-activated protein kinase binding [GO:0051019]; NAD+ binding [GO:0070403]; NAD-dependent histone deacetylase activity [GO:0017136]; NAD-dependent histone deacetylase activity (H3-K9 specific) [GO:0046969]; NAD-dependent protein deacetylase activity [GO:0034979]; nuclear hormone receptor binding [GO:0035257]; p53 binding [GO:0002039]; protein C-terminus binding [GO:0008022]; protein deacetylase activity [GO:0033558]; transcription corepressor activity [GO:0003714]; transcription factor binding [GO:0008134]; transferase activity [GO:0016740]; angiogenesis [GO:0001525]; behavioral response to starvation [GO:0042595]; cell aging [GO:0007569]; cellular glucose homeostasis [GO:0001678]; cellular response to DNA damage stimulus [GO:0006974]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to hypoxia [GO:0071456]; cellular response to ionizing radiation [GO:0071479]; cellular response to leukemia inhibitory factor [GO:1990830]; cellular response to starvation [GO:0009267]; cellular response to tumor necrosis factor [GO:0071356]; cellular triglyceride homeostasis [GO:0035356]; cholesterol homeostasis [GO:0042632]; chromatin organization [GO:0006325]; chromatin silencing at rDNA [GO:0000183]; circadian regulation of gene expression [GO:0032922]; DNA synthesis involved in DNA repair [GO:0000731]; establishment of chromatin silencing [GO:0006343]; fatty acid homeostasis [GO:0055089]; histone deacetylation [GO:0016575]; histone H3 deacetylation [GO:0070932]; intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:0042771]; leptin-mediated signaling pathway [GO:0033210]; macrophage cytokine production [GO:0010934]; macrophage differentiation [GO:0030225]; maintenance of chromatin silencing [GO:0006344]; methylation-dependent chromatin silencing [GO:0006346]; muscle organ development [GO:0007517]; negative regulation of androgen receptor signaling pathway [GO:0060766]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cAMP-dependent protein kinase activity [GO:2000480]; negative regulation of cell growth [GO:0030308]; negative regulation of cellular response to testosterone stimulus [GO:2000655]; negative regulation of cellular senescence [GO:2000773]; negative regulation of DNA damage response, signal transduction by p53 class mediator [GO:0043518]; negative regulation of DNA-binding transcription factor activity [GO:0043433]; negative regulation of fat cell differentiation [GO:0045599]; negative regulation of gene expression [GO:0010629]; negative regulation of helicase activity [GO:0051097]; negative regulation of histone H3-K14 acetylation [GO:0071441]; negative regulation of histone H3-K9 trimethylation [GO:1900113]; negative regulation of histone H4-K16 acetylation [GO:2000619]; negative regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043124]; negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:1902166]; negative regulation of neuron death [GO:1901215]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway [GO:1902176]; negative regulation of peptidyl-lysine acetylation [GO:2000757]; negative regulation of phosphorylation [GO:0042326]; negative regulation of prostaglandin biosynthetic process [GO:0031393]; negative regulation of protein acetylation [GO:1901984]; negative regulation of protein kinase B signaling [GO:0051898]; negative regulation of TOR signaling [GO:0032007]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; ovulation from ovarian follicle [GO:0001542]; peptidyl-lysine acetylation [GO:0018394]; peptidyl-lysine deacetylation [GO:0034983]; positive regulation of adaptive immune response [GO:0002821]; positive regulation of adipose tissue development [GO:1904179]; positive regulation of angiogenesis [GO:0045766]; positive regulation of apoptotic process [GO:0043065]; positive regulation of blood vessel endothelial cell migration [GO:0043536]; positive regulation of cAMP-dependent protein kinase activity [GO:2000481]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of cellular senescence [GO:2000774]; positive regulation of cholesterol efflux [GO:0010875]; positive regulation of chromatin silencing [GO:0031937]; positive regulation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0043280]; positive regulation of DNA repair [GO:0045739]; positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway [GO:1902237]; positive regulation of endothelial cell proliferation [GO:0001938]; positive regulation of gluconeogenesis [GO:0045722]; positive regulation of histone H3-K9 methylation [GO:0051574]; positive regulation of insulin receptor signaling pathway [GO:0046628]; positive regulation of macroautophagy [GO:0016239]; positive regulation of macrophage apoptotic process [GO:2000111]; positive regulation of MHC class II biosynthetic process [GO:0045348]; positive regulation of phosphatidylinositol 3-kinase signaling [GO:0014068]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of smooth muscle cell differentiation [GO:0051152]; positive regulation of transcription by RNA polymerase II [GO:0045944]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein deacetylation [GO:0006476]; protein destabilization [GO:0031648]; protein ubiquitination [GO:0016567]; pyrimidine dimer repair by nucleotide-excision repair [GO:0000720]; regulation of apoptotic process [GO:0042981]; regulation of bile acid biosynthetic process [GO:0070857]; regulation of brown fat cell differentiation [GO:0090335]; regulation of cell population proliferation [GO:0042127]; regulation of cellular response to heat [GO:1900034]; regulation of endodeoxyribonuclease activity [GO:0032071]; regulation of glucose metabolic process [GO:0010906]; regulation of lipid storage [GO:0010883]; regulation of mitotic cell cycle [GO:0007346]; regulation of peroxisome proliferator activated receptor signaling pathway [GO:0035358]; regulation of protein serine/threonine kinase activity [GO:0071900]; regulation of smooth muscle cell apoptotic process [GO:0034391]; response to hydrogen peroxide [GO:0042542]; response to insulin [GO:0032868]; response to leptin [GO:0044321]; response to oxidative stress [GO:0006979]; single strand break repair [GO:0000012]; spermatogenesis [GO:0007283]; stress-induced premature senescence [GO:0090400]; transforming growth factor beta receptor signaling pathway [GO:0007179]; triglyceride mobilization [GO:0006642]; UV-damage excision repair [GO:0070914]; viral process [GO:0016032]; white fat cell differentiation [GO:0050872]"
"PGEN_.00g047810"	0.0215829151941581	"Scaffold_02"	40785870	40793955	"P97615"	"THIOM_RAT"	"Thioredoxin, mitochondrial (MTRX) (Mt-Trx) (Thioredoxin-2)"	"GO:0001666; GO:0005623; GO:0005730; GO:0005739; GO:0006662; GO:0006979; GO:0009725; GO:0009749; GO:0014070; GO:0015035; GO:0030425; GO:0031669; GO:0042493; GO:0043025; GO:0044877; GO:0045454; GO:0048678"	"cell [GO:0005623]; dendrite [GO:0030425]; mitochondrion [GO:0005739]; neuronal cell body [GO:0043025]; nucleolus [GO:0005730]; protein disulfide oxidoreductase activity [GO:0015035]; protein-containing complex binding [GO:0044877]; cell redox homeostasis [GO:0045454]; cellular response to nutrient levels [GO:0031669]; glycerol ether metabolic process [GO:0006662]; response to axon injury [GO:0048678]; response to drug [GO:0042493]; response to glucose [GO:0009749]; response to hormone [GO:0009725]; response to hypoxia [GO:0001666]; response to organic cyclic compound [GO:0014070]; response to oxidative stress [GO:0006979]"
"PGEN_.00g179010"	0.0216200900739689	"Scaffold_08"	29415984	29419437	NA	NA	NA	NA	NA
"PGEN_.00g339050"	0.0217199745004831	"Scaffold_17"	34310551	34311288	NA	NA	NA	NA	NA
"PGEN_.00g048990"	0.0220596039108808	"Scaffold_02"	44124664	44137772	"P55214"	"CASP7_MESAU"	"Caspase-7 (CASP-7) (EC 3.4.22.60) (Apoptotic protease Mch-3) (ICE-like apoptotic protease 3) (ICE-LAP3) (SREBP cleavage activity 2) (SCA-2) [Cleaved into: Caspase-7 subunit p20; Caspase-7 subunit p11]"	"GO:0004197; GO:0005737; GO:0006915"	"cytoplasm [GO:0005737]; cysteine-type endopeptidase activity [GO:0004197]; apoptotic process [GO:0006915]"
"PGEN_.00g047870"	0.0221499459494709	"Scaffold_02"	40886981	40904092	"Q501J6"	"DDX17_MOUSE"	"Probable ATP-dependent RNA helicase DDX17 (EC 3.6.4.13) (DEAD box protein 17)"	"GO:0000380; GO:0000381; GO:0001837; GO:0003713; GO:0003723; GO:0003724; GO:0005524; GO:0005634; GO:0005730; GO:0005737; GO:0005829; GO:0006357; GO:0006364; GO:0010586; GO:0016607; GO:0030520; GO:0030521; GO:0031047; GO:0045445; GO:0045944; GO:0051607; GO:0061614; GO:1990904; GO:2001014"	"cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; ATP binding [GO:0005524]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; transcription coactivator activity [GO:0003713]; alternative mRNA splicing, via spliceosome [GO:0000380]; androgen receptor signaling pathway [GO:0030521]; defense response to virus [GO:0051607]; epithelial to mesenchymal transition [GO:0001837]; gene silencing by RNA [GO:0031047]; intracellular estrogen receptor signaling pathway [GO:0030520]; miRNA metabolic process [GO:0010586]; myoblast differentiation [GO:0045445]; positive regulation of transcription by RNA polymerase II [GO:0045944]; pri-miRNA transcription by RNA polymerase II [GO:0061614]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of skeletal muscle cell differentiation [GO:2001014]; regulation of transcription by RNA polymerase II [GO:0006357]; rRNA processing [GO:0006364]"
"PGEN_.00g284530"	0.0221869346751273	"Scaffold_14"	20501521	20524546	"Q8R3W5"	"SEN15_MOUSE"	"tRNA-splicing endonuclease subunit Sen15 (tRNA-intron endonuclease Sen15)"	"GO:0003676; GO:0004518; GO:0005730; GO:0006388; GO:0006397"	"nucleolus [GO:0005730]; nuclease activity [GO:0004518]; nucleic acid binding [GO:0003676]; mRNA processing [GO:0006397]; tRNA splicing, via endonucleolytic cleavage and ligation [GO:0006388]"
"PGEN_.00g202810"	0.0221886303056142	"Scaffold_09"	34614086	34626142	"Q9UGH3"	"S23A2_HUMAN"	"Solute carrier family 23 member 2 (Na(+)/L-ascorbic acid transporter 2) (Nucleobase transporter-like 1 protein) (Sodium-dependent vitamin C transporter 2) (hSVCT2) (Yolk sac permease-like molecule 2)"	"GO:0005737; GO:0005886; GO:0005887; GO:0006139; GO:0006979; GO:0009925; GO:0015205; GO:0015229; GO:0015851; GO:0015882; GO:0016020; GO:0016021; GO:0016323; GO:0016324; GO:0019852; GO:0070890; GO:0070904"	"apical plasma membrane [GO:0016324]; basal plasma membrane [GO:0009925]; basolateral plasma membrane [GO:0016323]; cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; plasma membrane [GO:0005886]; L-ascorbic acid transmembrane transporter activity [GO:0015229]; nucleobase transmembrane transporter activity [GO:0015205]; sodium-dependent L-ascorbate transmembrane transporter activity [GO:0070890]; L-ascorbic acid metabolic process [GO:0019852]; L-ascorbic acid transmembrane transport [GO:0015882]; nucleobase transport [GO:0015851]; nucleobase-containing compound metabolic process [GO:0006139]; response to oxidative stress [GO:0006979]; transepithelial L-ascorbic acid transport [GO:0070904]"
"PGEN_.00g310720"	0.0221903398945358	"Scaffold_15"	35101306	35122598	"O01802"	"RL7_CAEEL"	"60S ribosomal protein L7"	"GO:0000463; GO:0003723; GO:0003735; GO:0022625"	"cytosolic large ribosomal subunit [GO:0022625]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]"
"PGEN_.00g103540"	0.0222329085098959	"Scaffold_04"	64651128	64679733	"Q96PE2"	"ARHGH_HUMAN"	"Rho guanine nucleotide exchange factor 17 (164 kDa Rho-specific guanine-nucleotide exchange factor) (p164-RhoGEF) (p164RhoGEF) (Tumor endothelial marker 4)"	"GO:0005085; GO:0005089; GO:0005829; GO:0007186; GO:0030036; GO:0043065; GO:0051056"	"cytosol [GO:0005829]; guanyl-nucleotide exchange factor activity [GO:0005085]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]; actin cytoskeleton organization [GO:0030036]; G protein-coupled receptor signaling pathway [GO:0007186]; positive regulation of apoptotic process [GO:0043065]; regulation of small GTPase mediated signal transduction [GO:0051056]"
"PGEN_.00g306490"	0.0223956752478639	"Scaffold_15"	23536307	23543648	"Q8N7B6"	"PACRL_HUMAN"	"PACRG-like protein"	""	""
"PGEN_.00g135910"	0.0224526622978944	"Scaffold_06"	17358823	17368641	NA	NA	NA	NA	NA
"PGEN_.00g172350"	0.0227277821138499	"Scaffold_08"	11565073	11566677	NA	NA	NA	NA	NA
"PGEN_.00g059620"	0.0227484708160178	"Scaffold_03"	4649525	4657952	"Q9VZD5"	"RT06_DROME"	"Probable 28S ribosomal protein S6, mitochondrial (MRP-S6) (S6mt)"	"GO:0003735; GO:0005763; GO:0006412; GO:0032543; GO:0070181"	"mitochondrial small ribosomal subunit [GO:0005763]; small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]; mitochondrial translation [GO:0032543]; translation [GO:0006412]"
"PGEN_.00g019720"	0.0227569100656747	"Scaffold_01"	53852350	53871835	"P12694"	"ODBA_HUMAN"	"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial (EC 1.2.4.4) (Branched-chain alpha-keto acid dehydrogenase E1 component alpha chain) (BCKDE1A) (BCKDH E1-alpha)"	"GO:0003826; GO:0003863; GO:0005739; GO:0005759; GO:0005947; GO:0009083; GO:0016831; GO:0046872"	"mitochondrial alpha-ketoglutarate dehydrogenase complex [GO:0005947]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; 3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity [GO:0003863]; alpha-ketoacid dehydrogenase activity [GO:0003826]; carboxy-lyase activity [GO:0016831]; metal ion binding [GO:0046872]; branched-chain amino acid catabolic process [GO:0009083]"
"PGEN_.00g008540"	0.0227742710189179	"Scaffold_01"	21928303	21978649	"Q2IA00"	"SPEF2_PIG"	"Sperm flagellar protein 2 (Protein KPL2)"	"GO:0005794; GO:0007283; GO:0030154"	"Golgi apparatus [GO:0005794]; cell differentiation [GO:0030154]; spermatogenesis [GO:0007283]"
"PGEN_.00g314880"	0.0228495673713596	"Scaffold_15"	45756645	45764085	NA	NA	NA	NA	NA
"PGEN_.00g085920"	0.0228964623785091	"Scaffold_04"	18338676	18434557	"O75311"	"GLRA3_HUMAN"	"Glycine receptor subunit alpha-3"	"GO:0004888; GO:0005886; GO:0005887; GO:0007165; GO:0007218; GO:0007268; GO:0016594; GO:0016934; GO:0016935; GO:0022852; GO:0030054; GO:0030425; GO:0034220; GO:0042391; GO:0043005; GO:0043200; GO:0043204; GO:0045202; GO:0045211; GO:0046872; GO:0050877; GO:0051260; GO:0060012; GO:1902476"	"cell junction [GO:0030054]; dendrite [GO:0030425]; glycine-gated chloride channel complex [GO:0016935]; integral component of plasma membrane [GO:0005887]; neuron projection [GO:0043005]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; synapse [GO:0045202]; extracellularly glycine-gated chloride channel activity [GO:0016934]; glycine binding [GO:0016594]; glycine-gated chloride ion channel activity [GO:0022852]; metal ion binding [GO:0046872]; transmembrane signaling receptor activity [GO:0004888]; chemical synaptic transmission [GO:0007268]; chloride transmembrane transport [GO:1902476]; ion transmembrane transport [GO:0034220]; nervous system process [GO:0050877]; neuropeptide signaling pathway [GO:0007218]; protein homooligomerization [GO:0051260]; regulation of membrane potential [GO:0042391]; response to amino acid [GO:0043200]; signal transduction [GO:0007165]; synaptic transmission, glycinergic [GO:0060012]"
"PGEN_.00g178010"	0.0229955989175547	"Scaffold_08"	27207400	27215521	NA	NA	NA	NA	NA
"PGEN_.00g014030"	0.0232400574392344	"Scaffold_01"	36419203	36430761	NA	NA	NA	NA	NA
"PGEN_.00g235940"	0.0232400574392344	"Scaffold_11"	33688830	33694844	"Q4UMH6"	"Y381_RICFE"	"Putative ankyrin repeat protein RF_0381"	"GO:0015969"	"guanosine tetraphosphate metabolic process [GO:0015969]"
"PGEN_.00g255960"	0.0232400574392344	"Scaffold_12"	40655000	40663269	"Q8CGF7"	"TCRG1_MOUSE"	"Transcription elongation regulator 1 (Formin-binding protein 28) (FBP 28) (TATA box-binding protein-associated factor 2S) (Transcription factor CA150) (p144)"	"GO:0000122; GO:0001103; GO:0003700; GO:0003714; GO:0005634; GO:0005654; GO:0006351; GO:0042802; GO:0070064"	"nucleoplasm [GO:0005654]; nucleus [GO:0005634]; DNA-binding transcription factor activity [GO:0003700]; identical protein binding [GO:0042802]; proline-rich region binding [GO:0070064]; RNA polymerase II repressing transcription factor binding [GO:0001103]; transcription corepressor activity [GO:0003714]; negative regulation of transcription by RNA polymerase II [GO:0000122]; transcription, DNA-templated [GO:0006351]"
