"Sample.ID"	"scaffold"	"position"	"meth"	"unmeth"	"gene"	"treatment1"	"treatment2"	"per.meth"
"EPI_215"	"PGA_scaffold17__51_contigs__length_34923512"	4822891	49	23	"PGEN_00000114"	"Super.Low"	"Low"	68.0555555555556
"EPI_215"	"PGA_scaffold17__51_contigs__length_34923512"	4822925	20	26	"PGEN_00000114"	"Super.Low"	"Low"	43.4782608695652
"EPI_215"	"PGA_scaffold17__51_contigs__length_34923512"	4822946	40	7	"PGEN_00000114"	"Super.Low"	"Low"	85.1063829787234
"EPI_215"	"PGA_scaffold17__51_contigs__length_34923512"	4822959	15	20	"PGEN_00000114"	"Super.Low"	"Low"	42.8571428571429
"EPI_215"	"PGA_scaffold17__51_contigs__length_34923512"	4822980	22	4	"PGEN_00000114"	"Super.Low"	"Low"	84.6153846153846
"EPI_215"	"PGA_scaffold17__51_contigs__length_34923512"	6184638	2	55	"PGEN_00000148"	"Super.Low"	"Low"	3.50877192982456
"EPI_215"	"PGA_scaffold17__51_contigs__length_34923512"	6184655	3	76	"PGEN_00000148"	"Super.Low"	"Low"	3.79746835443038
"EPI_215"	"PGA_scaffold17__51_contigs__length_34923512"	6184675	1	101	"PGEN_00000148"	"Super.Low"	"Low"	0.980392156862745
"EPI_215"	"PGA_scaffold17__51_contigs__length_34923512"	6184695	2	109	"PGEN_00000148"	"Super.Low"	"Low"	1.8018018018018
"EPI_215"	"PGA_scaffold17__51_contigs__length_34923512"	6184715	1	93	"PGEN_00000148"	"Super.Low"	"Low"	1.06382978723404
"EPI_215"	"PGA_scaffold17__51_contigs__length_34923512"	6184735	0	76	"PGEN_00000148"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold17__51_contigs__length_34923512"	6184755	0	62	"PGEN_00000148"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold17__51_contigs__length_34923512"	6184775	3	68	"PGEN_00000148"	"Super.Low"	"Low"	4.22535211267606
"EPI_215"	"PGA_scaffold17__51_contigs__length_34923512"	8390572	0	31	"PGEN_00000211"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold17__51_contigs__length_34923512"	8390575	3	30	"PGEN_00000211"	"Super.Low"	"Low"	9.09090909090909
"EPI_215"	"PGA_scaffold17__51_contigs__length_34923512"	8390608	0	24	"PGEN_00000211"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold17__51_contigs__length_34923512"	8671040	1	40	"PGEN_00000216"	"Super.Low"	"Low"	2.4390243902439
"EPI_215"	"PGA_scaffold17__51_contigs__length_34923512"	8671108	16	35	"PGEN_00000216"	"Super.Low"	"Low"	31.3725490196078
"EPI_215"	"PGA_scaffold17__51_contigs__length_34923512"	9223199	25	0	"PGEN_00000233"	"Super.Low"	"Low"	100
"EPI_215"	"PGA_scaffold17__51_contigs__length_34923512"	9223203	24	1	"PGEN_00000233"	"Super.Low"	"Low"	96
"EPI_215"	"PGA_scaffold17__51_contigs__length_34923512"	9223213	23	3	"PGEN_00000233"	"Super.Low"	"Low"	88.4615384615385
"EPI_215"	"PGA_scaffold17__51_contigs__length_34923512"	9223221	23	3	"PGEN_00000233"	"Super.Low"	"Low"	88.4615384615385
"EPI_215"	"PGA_scaffold17__51_contigs__length_34923512"	9223245	25	1	"PGEN_00000233"	"Super.Low"	"Low"	96.1538461538462
"EPI_215"	"PGA_scaffold17__51_contigs__length_34923512"	9223249	22	4	"PGEN_00000233"	"Super.Low"	"Low"	84.6153846153846
"EPI_215"	"PGA_scaffold17__51_contigs__length_34923512"	9223268	25	0	"PGEN_00000233"	"Super.Low"	"Low"	100
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	11397584	0	38	"PGEN_00001233"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	11397595	0	55	"PGEN_00001233"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	11397611	1	77	"PGEN_00001233"	"Super.Low"	"Low"	1.28205128205128
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	11397621	2	91	"PGEN_00001233"	"Super.Low"	"Low"	2.1505376344086
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	11397660	0	108	"PGEN_00001233"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	11397677	1	107	"PGEN_00001233"	"Super.Low"	"Low"	0.925925925925926
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	11397688	0	108	"PGEN_00001233"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	11398142	0	63	"PGEN_00001233"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	11398153	0	62	"PGEN_00001233"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	11398404	2	248	"PGEN_00001233"	"Super.Low"	"Low"	0.8
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	11398432	6	332	"PGEN_00001233"	"Super.Low"	"Low"	1.77514792899408
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	11398497	1	268	"PGEN_00001233"	"Super.Low"	"Low"	0.371747211895911
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	11398514	1	247	"PGEN_00001233"	"Super.Low"	"Low"	0.403225806451613
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	11398525	1	222	"PGEN_00001233"	"Super.Low"	"Low"	0.448430493273543
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	11398541	1	29	"PGEN_00001233"	"Super.Low"	"Low"	3.33333333333333
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	11398590	0	112	"PGEN_00001233"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	11398607	1	116	"PGEN_00001233"	"Super.Low"	"Low"	0.854700854700855
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	11398618	1	118	"PGEN_00001233"	"Super.Low"	"Low"	0.840336134453782
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	11398634	5	105	"PGEN_00001233"	"Super.Low"	"Low"	4.54545454545455
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	11398683	3	72	"PGEN_00001233"	"Super.Low"	"Low"	4
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	11398700	0	69	"PGEN_00001233"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	11398727	1	31	"PGEN_00001233"	"Super.Low"	"Low"	3.125
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	11400361	0	24	"PGEN_00001233"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	11400364	2	21	"PGEN_00001233"	"Super.Low"	"Low"	8.69565217391304
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	11400386	0	23	"PGEN_00001233"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	11400392	0	24	"PGEN_00001233"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	11412242	0	66	"PGEN_00001235"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	11412296	2	59	"PGEN_00001235"	"Super.Low"	"Low"	3.27868852459016
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	11827805	0	20	"PGEN_00001246"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	13466903	14	8	"PGEN_00001291"	"Super.Low"	"Low"	63.6363636363636
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	13594600	0	24	"PGEN_00001295"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	13594645	1	30	"PGEN_00001295"	"Super.Low"	"Low"	3.2258064516129
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	13594825	0	29	"PGEN_00001295"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	13594858	0	31	"PGEN_00001295"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	13594870	1	27	"PGEN_00001295"	"Super.Low"	"Low"	3.57142857142857
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	15946304	25	7	"PGEN_00001361"	"Super.Low"	"Low"	78.125
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	15946386	30	20	"PGEN_00001361"	"Super.Low"	"Low"	60
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	16947759	6	28	"PGEN_00001386"	"Super.Low"	"Low"	17.6470588235294
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	16953263	2	17	"PGEN_00001386"	"Super.Low"	"Low"	10.5263157894737
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	17032790	1	37	"PGEN_00001391"	"Super.Low"	"Low"	2.63157894736842
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	17032800	1	38	"PGEN_00001391"	"Super.Low"	"Low"	2.56410256410256
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	17032844	2	35	"PGEN_00001391"	"Super.Low"	"Low"	5.40540540540541
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	17303010	16	10	"PGEN_00001398"	"Super.Low"	"Low"	61.5384615384615
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	17407220	0	17	"PGEN_00001401"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	17407271	0	124	"PGEN_00001401"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	17407611	1	62	"PGEN_00001401"	"Super.Low"	"Low"	1.58730158730159
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	17407633	0	63	"PGEN_00001401"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	17407662	1	60	"PGEN_00001401"	"Super.Low"	"Low"	1.63934426229508
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	17407735	2	35	"PGEN_00001401"	"Super.Low"	"Low"	5.40540540540541
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	18080478	3	44	"PGEN_00001422"	"Super.Low"	"Low"	6.38297872340426
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	18080520	1	74	"PGEN_00001422"	"Super.Low"	"Low"	1.33333333333333
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	18080562	1	56	"PGEN_00001422"	"Super.Low"	"Low"	1.75438596491228
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	18080688	0	32	"PGEN_00001422"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	18434943	14	14	"PGEN_00001430"	"Super.Low"	"Low"	50
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	19775906	0	123	"PGEN_00001470"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	19775960	1	99	"PGEN_00001470"	"Super.Low"	"Low"	1
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	19775998	14	71	"PGEN_00001470"	"Super.Low"	"Low"	16.4705882352941
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	19898232	0	38	"PGEN_00001480"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	19922096	0	44	"PGEN_00001480"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	19922134	1	31	"PGEN_00001480"	"Super.Low"	"Low"	3.125
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	19922186	1	36	"PGEN_00001480"	"Super.Low"	"Low"	2.7027027027027
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	19922225	0	38	"PGEN_00001480"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	20351222	0	28	"PGEN_00001492"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	20351237	0	29	"PGEN_00001492"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	20351269	0	28	"PGEN_00001492"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	2230985	2	33	"PGEN_00000937"	"Super.Low"	"Low"	5.71428571428571
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	2231256	0	22	"PGEN_00000937"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	25609641	0	49	"PGEN_00001642"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	25694319	0	27	"PGEN_00001648"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	25694364	0	35	"PGEN_00001648"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	25743871	0	35	"PGEN_00001648"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	25743888	13	21	"PGEN_00001648"	"Super.Low"	"Low"	38.2352941176471
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	25743916	0	35	"PGEN_00001648"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	25743933	12	18	"PGEN_00001648"	"Super.Low"	"Low"	40
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	25744006	0	25	"PGEN_00001648"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	25744051	0	61	"PGEN_00001648"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	25744068	15	34	"PGEN_00001648"	"Super.Low"	"Low"	30.6122448979592
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	25744096	0	81	"PGEN_00001648"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	25744113	22	46	"PGEN_00001648"	"Super.Low"	"Low"	32.3529411764706
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	25744141	0	47	"PGEN_00001648"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	25744158	19	17	"PGEN_00001648"	"Super.Low"	"Low"	52.7777777777778
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	25754815	0	43	"PGEN_00001648"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	25754905	0	56	"PGEN_00001648"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	25754950	0	52	"PGEN_00001648"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	25755040	1	30	"PGEN_00001648"	"Super.Low"	"Low"	3.2258064516129
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	26060091	0	55	"PGEN_00001659"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	26060369	1	59	"PGEN_00001659"	"Super.Low"	"Low"	1.66666666666667
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	26060385	0	56	"PGEN_00001659"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	3675515	1	14	"PGEN_00000981"	"Super.Low"	"Low"	6.66666666666667
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	3675543	0	20	"PGEN_00000981"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	3675550	0	21	"PGEN_00000981"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	3675618	0	30	"PGEN_00000981"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	3675651	1	43	"PGEN_00000981"	"Super.Low"	"Low"	2.27272727272727
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	3675679	0	36	"PGEN_00000981"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	3675686	0	41	"PGEN_00000981"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	4453535	21	37	"PGEN_00000998"	"Super.Low"	"Low"	36.2068965517241
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	4453541	4	51	"PGEN_00000998"	"Super.Low"	"Low"	7.27272727272727
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	6649000	0	21	"PGEN_00001064"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	6649016	0	21	"PGEN_00001064"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	6785721	26	6	"PGEN_00001066"	"Super.Low"	"Low"	81.25
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	6785764	0	49	"PGEN_00001066"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	7664156	0	16	"PGEN_00001089"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	7664175	0	21	"PGEN_00001089"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	7664201	0	30	"PGEN_00001089"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	7664220	0	29	"PGEN_00001089"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	7664265	0	41	"PGEN_00001089"	"Super.Low"	"Low"	0
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	9065677	97	4	"PGEN_00001153"	"Super.Low"	"Low"	96.039603960396
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	9065709	122	29	"PGEN_00001153"	"Super.Low"	"Low"	80.794701986755
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	9065731	156	18	"PGEN_00001153"	"Super.Low"	"Low"	89.6551724137931
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	9065740	138	15	"PGEN_00001153"	"Super.Low"	"Low"	90.1960784313726
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	9065763	89	33	"PGEN_00001153"	"Super.Low"	"Low"	72.9508196721311
"EPI_215"	"PGA_scaffold18__69_contigs__length_27737463"	9065785	95	11	"PGEN_00001153"	"Super.Low"	"Low"	89.622641509434
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10207413	10	12	"PGEN_00000265"	"Super.Low"	"Low"	45.4545454545455
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10207438	24	4	"PGEN_00000265"	"Super.Low"	"Low"	85.7142857142857
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10207441	22	12	"PGEN_00000265"	"Super.Low"	"Low"	64.7058823529412
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10207453	12	27	"PGEN_00000265"	"Super.Low"	"Low"	30.7692307692308
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10207458	9	19	"PGEN_00000265"	"Super.Low"	"Low"	32.1428571428571
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10207482	16	26	"PGEN_00000265"	"Super.Low"	"Low"	38.0952380952381
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10208835	7	21	"PGEN_00000265"	"Super.Low"	"Low"	25
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10209483	0	32	"PGEN_00000265"	"Super.Low"	"Low"	0
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10209505	37	7	"PGEN_00000265"	"Super.Low"	"Low"	84.0909090909091
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10209545	0	29	"PGEN_00000265"	"Super.Low"	"Low"	0
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10210273	16	2	"PGEN_00000265"	"Super.Low"	"Low"	88.8888888888889
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10210313	8	11	"PGEN_00000265"	"Super.Low"	"Low"	42.1052631578947
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10210393	1	41	"PGEN_00000265"	"Super.Low"	"Low"	2.38095238095238
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10210451	0	26	"PGEN_00000265"	"Super.Low"	"Low"	0
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10210463	0	18	"PGEN_00000265"	"Super.Low"	"Low"	0
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10210466	0	14	"PGEN_00000265"	"Super.Low"	"Low"	0
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10210485	1	15	"PGEN_00000265"	"Super.Low"	"Low"	6.25
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10218622	12	13	"PGEN_00000265"	"Super.Low"	"Low"	48
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10218771	16	14	"PGEN_00000265"	"Super.Low"	"Low"	53.3333333333333
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10218873	14	5	"PGEN_00000265"	"Super.Low"	"Low"	73.6842105263158
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10219326	18	14	"PGEN_00000265"	"Super.Low"	"Low"	56.25
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10219348	12	13	"PGEN_00000265"	"Super.Low"	"Low"	48
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10219360	28	5	"PGEN_00000265"	"Super.Low"	"Low"	84.8484848484848
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10220188	23	27	"PGEN_00000265"	"Super.Low"	"Low"	46
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10220242	9	19	"PGEN_00000265"	"Super.Low"	"Low"	32.1428571428571
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10220282	5	14	"PGEN_00000265"	"Super.Low"	"Low"	26.3157894736842
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10221680	11	9	"PGEN_00000265"	"Super.Low"	"Low"	55
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10221699	29	10	"PGEN_00000265"	"Super.Low"	"Low"	74.3589743589744
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10221724	32	12	"PGEN_00000265"	"Super.Low"	"Low"	72.7272727272727
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10221741	43	12	"PGEN_00000265"	"Super.Low"	"Low"	78.1818181818182
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10221767	21	24	"PGEN_00000265"	"Super.Low"	"Low"	46.6666666666667
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10222313	14	5	"PGEN_00000265"	"Super.Low"	"Low"	73.6842105263158
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10222316	4	15	"PGEN_00000265"	"Super.Low"	"Low"	21.0526315789474
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10222354	18	13	"PGEN_00000265"	"Super.Low"	"Low"	58.0645161290323
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10222357	13	7	"PGEN_00000265"	"Super.Low"	"Low"	65
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10222384	1	16	"PGEN_00000265"	"Super.Low"	"Low"	5.88235294117647
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10222398	7	13	"PGEN_00000265"	"Super.Low"	"Low"	35
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10225628	10	1	"PGEN_00000265"	"Super.Low"	"Low"	90.9090909090909
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10226502	3	12	"PGEN_00000265"	"Super.Low"	"Low"	20
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10226563	5	12	"PGEN_00000265"	"Super.Low"	"Low"	29.4117647058824
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10226583	10	2	"PGEN_00000265"	"Super.Low"	"Low"	83.3333333333333
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10226611	6	8	"PGEN_00000265"	"Super.Low"	"Low"	42.8571428571429
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10226622	16	3	"PGEN_00000265"	"Super.Low"	"Low"	84.2105263157895
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10226628	6	9	"PGEN_00000265"	"Super.Low"	"Low"	40
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10226643	12	4	"PGEN_00000265"	"Super.Low"	"Low"	75
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10226648	14	2	"PGEN_00000265"	"Super.Low"	"Low"	87.5
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	10226776	19	3	"PGEN_00000265"	"Super.Low"	"Low"	86.3636363636364
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	17777849	3	15	"PGEN_00000451"	"Super.Low"	"Low"	16.6666666666667
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	1885842	4	10	"PGEN_00000039"	"Super.Low"	"Low"	28.5714285714286
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	1912281	20	7	"PGEN_00000039"	"Super.Low"	"Low"	74.0740740740741
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	1912338	17	11	"PGEN_00000039"	"Super.Low"	"Low"	60.7142857142857
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	1912397	14	14	"PGEN_00000039"	"Super.Low"	"Low"	50
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	19937931	22	9	"PGEN_00000498"	"Super.Low"	"Low"	70.9677419354839
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	19938014	0	27	"PGEN_00000498"	"Super.Low"	"Low"	0
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	19938017	15	12	"PGEN_00000498"	"Super.Low"	"Low"	55.5555555555556
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	19938633	23	8	"PGEN_00000498"	"Super.Low"	"Low"	74.1935483870968
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	20167334	12	10	"PGEN_00000505"	"Super.Low"	"Low"	54.5454545454545
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	20594967	0	33	"PGEN_00000515"	"Super.Low"	"Low"	0
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	20594976	0	31	"PGEN_00000515"	"Super.Low"	"Low"	0
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	20831956	0	14	"PGEN_00000520"	"Super.Low"	"Low"	0
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	20831965	0	15	"PGEN_00000520"	"Super.Low"	"Low"	0
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	20868327	0	18	"PGEN_00000521"	"Super.Low"	"Low"	0
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	20868333	0	18	"PGEN_00000521"	"Super.Low"	"Low"	0
"EPI_220"	"PGA_scaffold17__51_contigs__length_34923512"	20868337	0	17	"PGEN_00000521"	"Super.Low"	"Low"	0
