"Sample.ID"	"scaffold"	"position"	"meth"	"unmeth"	"gene"	"treatment"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	10207458	23	28	"PGEN_00000265"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	10207482	29	44	"PGEN_00000265"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	10208835	14	27	"PGEN_00000265"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	10209483	2	60	"PGEN_00000265"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	10209505	53	18	"PGEN_00000265"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	10209545	4	39	"PGEN_00000265"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	10210273	27	1	"PGEN_00000265"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	10210313	13	20	"PGEN_00000265"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	10210393	10	77	"PGEN_00000265"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	10210451	4	60	"PGEN_00000265"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	10210463	9	47	"PGEN_00000265"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	10210466	8	34	"PGEN_00000265"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	10210485	8	51	"PGEN_00000265"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	10218622	20	31	"PGEN_00000265"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	10218771	20	17	"PGEN_00000265"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	10218873	17	13	"PGEN_00000265"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	10219326	52	17	"PGEN_00000265"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	10219348	26	22	"PGEN_00000265"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	10219360	49	15	"PGEN_00000265"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	10220188	62	29	"PGEN_00000265"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	10220242	31	33	"PGEN_00000265"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	10220282	15	28	"PGEN_00000265"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	10221680	20	16	"PGEN_00000265"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	10221699	40	13	"PGEN_00000265"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	10221724	48	10	"PGEN_00000265"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	10221741	54	19	"PGEN_00000265"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	10221767	31	29	"PGEN_00000265"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	10222313	28	5	"PGEN_00000265"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	10222316	4	32	"PGEN_00000265"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	10222354	55	12	"PGEN_00000265"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	10222357	30	19	"PGEN_00000265"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	10222384	5	29	"PGEN_00000265"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	10222398	9	25	"PGEN_00000265"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	10225628	39	7	"PGEN_00000265"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	10226502	8	35	"PGEN_00000265"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	10226563	12	38	"PGEN_00000265"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	10226583	39	3	"PGEN_00000265"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	10226611	31	14	"PGEN_00000265"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	10226622	85	12	"PGEN_00000265"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	10226628	44	22	"PGEN_00000265"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	10226643	65	6	"PGEN_00000265"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	10226648	72	2	"PGEN_00000265"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	10226776	45	17	"PGEN_00000265"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	17777849	9	30	"PGEN_00000451"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	1885842	6	20	"PGEN_00000039"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	1912281	21	9	"PGEN_00000039"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	1912338	25	12	"PGEN_00000039"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	1912397	15	17	"PGEN_00000039"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	19937931	30	14	"PGEN_00000498"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	19938014	4	48	"PGEN_00000498"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	19938017	38	13	"PGEN_00000498"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	19938633	29	18	"PGEN_00000498"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	20167334	18	17	"PGEN_00000505"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	20594967	0	52	"PGEN_00000515"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	20594976	1	54	"PGEN_00000515"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	20831956	0	64	"PGEN_00000520"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	20831965	0	40	"PGEN_00000520"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	20868327	0	28	"PGEN_00000521"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	20868333	0	28	"PGEN_00000521"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	20868337	0	26	"PGEN_00000521"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	22718597	26	27	"PGEN_00000568"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	23419182	0	71	"PGEN_00000578"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	23419251	0	123	"PGEN_00000578"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	2397318	33	2	"PGEN_00000055"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	2397326	31	4	"PGEN_00000055"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	2397341	33	2	"PGEN_00000055"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	2397354	27	6	"PGEN_00000055"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	2397393	32	3	"PGEN_00000055"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	24499846	8	20	"PGEN_00000594"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	24627135	0	37	"PGEN_00000598"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	24628253	0	62	"PGEN_00000598"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	24628326	1	65	"PGEN_00000598"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	24628590	0	37	"PGEN_00000598"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	24628634	0	43	"PGEN_00000598"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	24628766	0	61	"PGEN_00000598"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	24994983	67	128	"PGEN_00000616"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	24995028	0	223	"PGEN_00000616"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	24995067	27	54	"PGEN_00000616"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	24995147	12	53	"PGEN_00000616"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	24995174	5	63	"PGEN_00000616"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	24995415	31	69	"PGEN_00000616"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	24995499	17	50	"PGEN_00000616"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	24995583	9	69	"PGEN_00000616"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	24995751	3	43	"PGEN_00000616"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	25317430	21	5	"PGEN_00000622"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	25317438	13	19	"PGEN_00000622"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	25317505	17	16	"PGEN_00000622"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	25317639	16	14	"PGEN_00000622"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	25317773	17	16	"PGEN_00000622"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	26620661	6	21	"PGEN_00000653"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	26775074	12	11	"PGEN_00000656"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	26775378	5	30	"PGEN_00000656"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	28330698	40	20	"PGEN_00000682"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	28331859	40	35	"PGEN_00000682"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	28332048	34	24	"PGEN_00000682"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	28332093	32	9	"PGEN_00000682"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	28332099	31	5	"PGEN_00000682"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	28332360	16	33	"PGEN_00000682"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	28332505	56	117	"PGEN_00000682"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	29820482	0	92	"PGEN_00000712"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	29820547	1	111	"PGEN_00000712"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	29820612	0	54	"PGEN_00000712"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	30227823	0	25	"PGEN_00000727"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	30227827	1	24	"PGEN_00000727"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	30227991	2	23	"PGEN_00000727"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	30228353	1	57	"PGEN_00000727"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	30228366	0	42	"PGEN_00000727"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	30228384	0	37	"PGEN_00000727"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	31551202	4	76	"PGEN_00000766"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	4064987	2	152	"PGEN_00000099"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	4065086	1	38	"PGEN_00000099"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	4233891	2	31	"PGEN_00000102"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	4233913	0	46	"PGEN_00000102"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	4233940	1	43	"PGEN_00000102"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	4767343	15	20	"PGEN_00000113"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	4820627	1	42	"PGEN_00000114"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	4822878	32	39	"PGEN_00000114"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	4822883	38	34	"PGEN_00000114"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	4822891	27	42	"PGEN_00000114"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	4822925	7	46	"PGEN_00000114"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	4822946	26	30	"PGEN_00000114"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	4822959	8	39	"PGEN_00000114"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	4822980	20	22	"PGEN_00000114"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	6184638	4	74	"PGEN_00000148"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	6184655	1	114	"PGEN_00000148"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	6184675	1	137	"PGEN_00000148"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	6184695	0	149	"PGEN_00000148"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	6184715	3	128	"PGEN_00000148"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	6184735	2	93	"PGEN_00000148"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	6184755	1	79	"PGEN_00000148"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	6184775	0	103	"PGEN_00000148"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	8390572	0	59	"PGEN_00000211"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	8390575	0	60	"PGEN_00000211"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	8390608	3	44	"PGEN_00000211"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	8671040	1	80	"PGEN_00000216"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	8671108	26	58	"PGEN_00000216"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	9223199	40	3	"PGEN_00000233"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	9223203	40	3	"PGEN_00000233"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	9223213	32	10	"PGEN_00000233"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	9223221	40	3	"PGEN_00000233"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	9223245	40	3	"PGEN_00000233"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	9223249	41	2	"PGEN_00000233"	"Day0"
"EPI_42"	"PGA_scaffold17__51_contigs__length_34923512"	9223268	40	3	"PGEN_00000233"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	11397584	0	68	"PGEN_00001233"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	11397595	1	86	"PGEN_00001233"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	11397611	1	127	"PGEN_00001233"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	11397621	1	156	"PGEN_00001233"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	11397660	1	171	"PGEN_00001233"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	11397677	0	170	"PGEN_00001233"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	11397688	0	175	"PGEN_00001233"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	11398142	0	102	"PGEN_00001233"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	11398153	1	94	"PGEN_00001233"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	11398404	4	426	"PGEN_00001233"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	11398432	5	557	"PGEN_00001233"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	11398497	3	435	"PGEN_00001233"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	11398514	0	404	"PGEN_00001233"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	11398525	2	368	"PGEN_00001233"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	11398541	2	60	"PGEN_00001233"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	11398590	0	203	"PGEN_00001233"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	11398607	0	205	"PGEN_00001233"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	11398618	1	207	"PGEN_00001233"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	11398634	1	192	"PGEN_00001233"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	11398683	1	149	"PGEN_00001233"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	11398700	1	138	"PGEN_00001233"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	11398727	0	76	"PGEN_00001233"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	11400361	0	38	"PGEN_00001233"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	11400364	0	38	"PGEN_00001233"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	11400386	0	38	"PGEN_00001233"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	11400392	1	37	"PGEN_00001233"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	11412242	7	86	"PGEN_00001235"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	11412296	9	93	"PGEN_00001235"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	11827805	0	40	"PGEN_00001246"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	13466903	24	9	"PGEN_00001291"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	13594600	0	52	"PGEN_00001295"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	13594645	0	56	"PGEN_00001295"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	13594825	0	56	"PGEN_00001295"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	13594858	0	62	"PGEN_00001295"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	13594870	0	62	"PGEN_00001295"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	15946304	22	13	"PGEN_00001361"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	15946386	33	39	"PGEN_00001361"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	16947759	13	61	"PGEN_00001386"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	16953263	5	23	"PGEN_00001386"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	17032790	0	40	"PGEN_00001391"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	17032800	1	41	"PGEN_00001391"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	17032844	0	35	"PGEN_00001391"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	17303010	22	11	"PGEN_00001398"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	17407220	0	19	"PGEN_00001401"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	17407271	3	156	"PGEN_00001401"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	17407611	3	86	"PGEN_00001401"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	17407633	0	84	"PGEN_00001401"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	17407662	1	92	"PGEN_00001401"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	17407735	1	42	"PGEN_00001401"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	18080478	2	99	"PGEN_00001422"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	18080520	2	126	"PGEN_00001422"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	18080562	1	110	"PGEN_00001422"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	18080688	1	80	"PGEN_00001422"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	18434943	15	37	"PGEN_00001430"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	19775906	0	160	"PGEN_00001470"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	19775960	1	130	"PGEN_00001470"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	19775998	18	97	"PGEN_00001470"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	19898232	1	58	"PGEN_00001480"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	19922096	2	88	"PGEN_00001480"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	19922134	0	31	"PGEN_00001480"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	19922186	0	45	"PGEN_00001480"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	19922225	0	47	"PGEN_00001480"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	20351222	0	44	"PGEN_00001492"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	20351237	0	46	"PGEN_00001492"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	20351269	0	45	"PGEN_00001492"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	2230985	1	25	"PGEN_00000937"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	2231256	0	34	"PGEN_00000937"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	25609641	0	65	"PGEN_00001642"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	25694319	0	47	"PGEN_00001648"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	25694364	0	59	"PGEN_00001648"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	25743871	0	47	"PGEN_00001648"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	25743888	14	34	"PGEN_00001648"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	25743916	0	45	"PGEN_00001648"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	25743933	6	35	"PGEN_00001648"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	25744006	0	38	"PGEN_00001648"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	25744051	0	88	"PGEN_00001648"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	25744068	18	61	"PGEN_00001648"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	25744096	0	114	"PGEN_00001648"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	25744113	17	77	"PGEN_00001648"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	25744141	0	70	"PGEN_00001648"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	25744158	18	36	"PGEN_00001648"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	25754815	0	67	"PGEN_00001648"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	25754905	0	66	"PGEN_00001648"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	25754950	0	54	"PGEN_00001648"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	25755040	1	40	"PGEN_00001648"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	26060091	0	54	"PGEN_00001659"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	26060369	0	43	"PGEN_00001659"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	26060385	0	49	"PGEN_00001659"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	3675515	0	36	"PGEN_00000981"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	3675543	0	41	"PGEN_00000981"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	3675550	0	42	"PGEN_00000981"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	3675618	2	47	"PGEN_00000981"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	3675651	0	80	"PGEN_00000981"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	3675679	1	58	"PGEN_00000981"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	3675686	0	75	"PGEN_00000981"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	4453535	17	38	"PGEN_00000998"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	4453541	4	53	"PGEN_00000998"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	6649000	0	36	"PGEN_00001064"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	6649016	0	44	"PGEN_00001064"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	6785721	35	7	"PGEN_00001066"	"Day0"
"EPI_42"	"PGA_scaffold18__69_contigs__length_27737463"	6785764	2	65	"PGEN_00001066"	"Day0"
