"uniprot.id"	"gene"	"adj.pval.TimePoint"	"start"	"end"	"score"	"Match.ID"	"m_start"	"m_end"	"E.value"	"identity"	"al"	"protein.name.short"	"protein.name.long"	"gene.names"	"organism"	"GO.IDs"
NA	"PGEN_.00g013510"	0.0132474900601135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"A2A825"	"PGEN_.00g228150"	0.0133368349890661	8	249	472	"sp|A2A825|CPLN2_MOUSE"	48	256	5.47e-57	37.959	245	"CPLN2_MOUSE"	"Ciliogenesis and planar polarity effector 2 (REM2- and Rab-like small GTPase 1)"	"Cplane2 Gm723 Rsg1"	"Mus musculus (Mouse)"	"GO:0003924; GO:0005525; GO:0005654; GO:0005737; GO:0006887; GO:0015031; GO:0017157; GO:0031338; GO:0034613; GO:0036064; GO:0060271"
NA	"PGEN_.00g305300"	0.0134358613210338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"O35242"	"PGEN_.00g327420"	0.0134549030508166	17	227	353	"sp|O35242|FAN_MOUSE"	10	219	7.26e-37	38.14	215	"FAN_MOUSE"	"Protein FAN (Factor associated with neutral sphingomyelinase activation) (Factor associated with N-SMase activation)"	"Nsmaf Fan"	"Mus musculus (Mouse)"	"GO:0005123; GO:0016230; GO:0043065"
"Q9QUK4"	"PGEN_.00g077650"	0.0136308058839518	161	400	283	"sp|Q9QUK4|BIR1B_MOUSE"	630	848	2.82e-24	31.12	241	"BIR1B_MOUSE"	"Baculoviral IAP repeat-containing protein 1b (Neuronal apoptosis inhibitory protein 2)"	"Naip2 Birc1b Naip-rs6"	"Mus musculus (Mouse)"	"GO:0005524; GO:0006954; GO:0016045; GO:0042742; GO:0043027; GO:0043154; GO:0045087; GO:0046872; GO:0070269; GO:0071391; GO:0072557"
NA	"PGEN_.00g097460"	0.0136492478442418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g010340"	0.0136492478442418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g282070"	0.0136492478442418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g309240"	0.0136492478442418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q17LW0"	"PGEN_.00g227520"	0.0136919640723856	2	1370	4473	"sp|Q17LW0|MYO7A_AEDAE"	7	1388	0	63.793	1392	"MYO7A_AEDAE"	"Myosin-VIIa (Protein crinkled)"	"ck AAEL001220"	"Aedes aegypti (Yellowfever mosquito) (Culex aegypti)"	"GO:0003774; GO:0005524; GO:0005737; GO:0007605; GO:0008407; GO:0016459; GO:0030048; GO:0030898; GO:0032027; GO:0035317; GO:0048800; GO:0051015"
"Q8CGQ8"	"PGEN_.00g019010"	0.0137873790565665	135	513	736	"sp|Q8CGQ8|NCKX4_MOUSE"	14	384	1.2e-90	39.744	390	"NCKX4_MOUSE"	"Sodium/potassium/calcium exchanger 4 (Na(+)/K(+)/Ca(2+)-exchange protein 4) (Solute carrier family 24 member 4)"	"Slc24a4 Nckx4"	"Mus musculus (Mouse)"	"GO:0005262; GO:0005432; GO:0005623; GO:0005737; GO:0005886; GO:0005887; GO:0006874; GO:0007608; GO:0008273; GO:0015293; GO:0016020; GO:0050896; GO:0070588; GO:0097186"
NA	"PGEN_.00g107050"	0.0143469618018391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g203460"	0.0144243884042724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"A0JM23"	"PGEN_.00g332130"	0.0147015406540973	814	1304	1281	"sp|A0JM23|NPHP3_XENTR"	604	1063	4.08e-155	52.834	494	"NPHP3_XENTR"	"Nephrocystin-3"	"nphp3"	"Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)"	"GO:0005929; GO:0016055; GO:0060271; GO:0090090; GO:2000095"
"Q32L09"	"PGEN_.00g203340"	0.0147249518761256	1	265	368	"sp|Q32L09|RYDEN_BOVIN"	14	261	6.09e-41	34.191	272	"SHFL_BOVIN"	"Shiftless antiviral inhibitor of ribosomal frameshifting protein homolog (SHFL) (Repressor of yield of DENV protein homolog) (RyDEN)"	"SHFL RYDEN"	"Bos taurus (Bovine)"	"GO:0000932; GO:0003723; GO:0005634; GO:0005737; GO:0006449; GO:0034340; GO:0034341; GO:0034342; GO:0043022; GO:0045071; GO:0051607; GO:0075523; GO:1990825; GO:2001125"
NA	"PGEN_.00g031780"	0.0148749113601197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g190720"	0.0148749113601197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P80010"	"PGEN_.00g053670"	0.015166081548075	30	336	487	"sp|P80010|PLMN_HORSE"	249	603	1.19e-54	32.5	360	"PLMN_HORSE"	"Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Plasmin light chain B] (Fragment)"	"PLG"	"Equus caballus (Horse)"	"GO:0004252; GO:0005576; GO:0007596; GO:0042730; GO:0048771"
"Q0P5W1"	"PGEN_.00g332750"	0.0153496753954576	54	691	1869	"sp|Q0P5W1|VPS8_MOUSE"	24	673	0	54.656	655	"VPS8_MOUSE"	"Vacuolar protein sorting-associated protein 8 homolog"	"Vps8 Kiaa0804"	"Mus musculus (Mouse)"	"GO:0005769; GO:0033263; GO:0034058; GO:0046872"
NA	"PGEN_.00g337350"	0.0154157549301132	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q9JJK2"	"PGEN_.00g269250"	0.0154617998685123	249	444	686	"sp|Q9JJK2|LANC2_MOUSE"	10	206	6.64e-88	60.406	197	"LANC2_MOUSE"	"LanC-like protein 2 (Testis-specific adriamycin sensitivity protein)"	"Lancl2 Tasp"	"Mus musculus (Mouse)"	"GO:0003824; GO:0005634; GO:0005654; GO:0005829; GO:0005886; GO:0009789; GO:0010314; GO:0030864; GO:0032266; GO:0045892; GO:0070273"
"Q9UPU5"	"PGEN_.00g001960"	0.0157038399551892	2022	2564	934	"sp|Q9UPU5|UBP24_HUMAN"	262	790	2.96e-106	41.336	554	"UBP24_HUMAN"	"Ubiquitin carboxyl-terminal hydrolase 24 (EC 3.4.19.12) (Deubiquitinating enzyme 24) (Ubiquitin thioesterase 24) (Ubiquitin-specific-processing protease 24)"	"USP24 KIAA1057"	"Homo sapiens (Human)"	"GO:0004197; GO:0004843; GO:0005654; GO:0006511; GO:0016579; GO:0036459"
"Q96MM6"	"PGEN_.00g171760"	0.0160758750093516	64	684	844	"sp|Q96MM6|HS12B_HUMAN"	2090	2661	1.24e-95	33.016	630	"HS12B_HUMAN"	"Heat shock 70 kDa protein 12B"	"HSPA12B C20orf60"	"Homo sapiens (Human)"	"GO:0005524"
NA	"PGEN_.00g310710"	0.016191320933108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"F1NWE3"	"PGEN_.00g345470"	0.0166629308594895	941	1515	838	"sp|F1NWE3|PTPRS_CHICK"	708	1279	5.01e-91	32.657	591	"PTPRS_CHICK"	"Receptor-type tyrosine-protein phosphatase S (R-PTP-S) (EC 3.1.3.48) (Chick receptor tyrosine phosphatase alpha) (CRYP alpha) (CRYPalpha)"	"PTPRS"	"Gallus gallus (Chicken)"	"GO:0004725; GO:0005886; GO:0005887; GO:0006470; GO:0008201; GO:0030054; GO:0030285; GO:0030424; GO:0030426; GO:0030517; GO:0035335; GO:0042803; GO:0043204; GO:0043395; GO:0048671; GO:0048681; GO:0061000; GO:0099061; GO:0099560"
NA	"PGEN_.00g086880"	0.0174533188809938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g097820"	0.0176751705994922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g139430"	0.0177749573580036	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g234210"	0.0177882580839557	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g245980"	0.0178278844085902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q6PQD5"	"PGEN_.00g068130"	0.0178602517366915	2668	3057	1363	"sp|Q6PQD5|ATM_PIG"	406	806	2e-163	62.779	403	"ATM_PIG"	"Serine-protein kinase ATM (EC 2.7.11.1) (Ataxia telangiectasia mutated homolog) (A-T mutated homolog)"	"ATM"	"Sus scrofa (Pig)"	"GO:0000077; GO:0000723; GO:0002331; GO:0003677; GO:0003735; GO:0004674; GO:0005524; GO:0005634; GO:0005840; GO:0006281; GO:0006412; GO:0006468; GO:0006974; GO:0006975; GO:0007094; GO:0008630; GO:0010212; GO:0016303; GO:0016572; GO:0031410; GO:0046777; GO:0047485; GO:0071044; GO:1904262"
"O08654"	"PGEN_.00g171530"	0.0179232441452173	1	321	1122	"sp|O08654|CP070_RAT"	1	318	2.16e-152	64.087	323	"CP070_RAT"	"UPF0183 protein C16orf70 homolog"	""	"Rattus norvegicus (Rat)"	"GO:0005802; GO:0016020; GO:0030165; GO:0030425; GO:0030672; GO:0035254; GO:0043001"
"P18172"	"PGEN_.00g073310"	0.0179302744069233	30	298	475	"sp|P18172|DHGL_DROPS"	102	365	1.22e-52	43.911	271	"DHGL_DROPS"	"Glucose dehydrogenase [FAD, quinone] (EC 1.1.5.9) [Cleaved into: Glucose dehydrogenase [FAD, quinone] short protein]"	"Gld GA11047"	"Drosophila pseudoobscura pseudoobscura (Fruit fly)"	"GO:0005576; GO:0016614; GO:0050660"
NA	"PGEN_.00g042260"	0.0179354027618206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g079590"	0.0179907428737071	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q99489"	"PGEN_.00g176980"	0.018140495185168	5	341	655	"sp|Q99489|OXDD_HUMAN"	3	334	1.18e-82	40.988	344	"OXDD_HUMAN"	"D-aspartate oxidase (DASOX) (DDO) (EC 1.4.3.1)"	"DDO"	"Homo sapiens (Human)"	"GO:0005777; GO:0005782; GO:0005829; GO:0006531; GO:0006533; GO:0006625; GO:0007320; GO:0007625; GO:0008445; GO:0019478; GO:0034641; GO:0042445; GO:0048037; GO:0071949"
NA	"PGEN_.00g023100"	0.0185655047375725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g141850"	0.0185655047375725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q8BXR5"	"PGEN_.00g231940"	0.0187695020564939	1	1730	4570	"sp|Q8BXR5|NALCN_MOUSE"	1	1774	0	53.173	1828	"NALCN_MOUSE"	"Sodium leak channel non-selective protein (Voltage gated channel-like protein 1)"	"Nalcn Vgcnl1"	"Mus musculus (Mouse)"	"GO:0005244; GO:0005261; GO:0005272; GO:0016021; GO:0022840; GO:0034765; GO:0035725; GO:0060075; GO:0070588; GO:0071805"
"Q6P1R4"	"PGEN_.00g046570"	0.0188127065604005	80	197	491	"sp|Q6P1R4|DUS1L_HUMAN"	16	133	9.56e-56	69.492	118	"DUS1L_HUMAN"	"tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]-like (EC 1.3.1.-) (tRNA-dihydrouridine synthase 1-like)"	"DUS1L"	"Homo sapiens (Human)"	"GO:0017150; GO:0050660"
NA	"PGEN_.00g269400"	0.0190638178550277	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g185840"	0.0194399892358563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q25434"	"PGEN_.00g067590"	0.0195047185136884	136	858	499	"sp|Q25434|FP1_MYTCO"	6	705	3.02e-51	29.178	730	"FP1_MYTCO"	"Adhesive plaque matrix protein (Foot protein 1) (MCFP1)"	"FP1"	"Mytilus coruscus (Sea mussel)"	"GO:0005576"
"Q9UPN9"	"PGEN_.00g348700"	0.0195047185136884	208	388	154	"sp|Q9UPN9|TRI33_HUMAN"	14	194	2.7e-09	27.083	192	"TRI33_HUMAN"	"E3 ubiquitin-protein ligase TRIM33 (EC 2.3.2.27) (Ectodermin homolog) (RET-fused gene 7 protein) (Protein Rfg7) (RING-type E3 ubiquitin transferase TRIM33) (Transcription intermediary factor 1-gamma) (TIF1-gamma) (Tripartite motif-containing protein 33)"	"TRIM33 KIAA1113 RFG7 TIF1G"	"Homo sapiens (Human)"	"GO:0000122; GO:0003677; GO:0004842; GO:0005634; GO:0005654; GO:0008270; GO:0016567; GO:0017015; GO:0030514; GO:0045892; GO:0070410; GO:0070412"
NA	"PGEN_.00g163180"	0.0195980057083154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g194750"	0.0197834942597315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q5R754"	"PGEN_.00g038110"	0.0198439412307369	1	313	1232	"sp|Q5R754|CDKL2_PONAB"	426	738	5.23e-156	68.051	313	"CDKL2_PONAB"	"Cyclin-dependent kinase-like 2 (EC 2.7.11.22)"	"CDKL2"	"Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)"	"GO:0004693; GO:0005524; GO:0005634; GO:0005737"
"Q8N7B6"	"PGEN_.00g161980"	0.0199673864254244	76	202	438	"sp|Q8N7B6|PACRL_HUMAN"	38	164	2e-53	62.205	127	"PACRL_HUMAN"	"PACRG-like protein"	"PACRGL C4orf28"	"Homo sapiens (Human)"	""
"Q14590"	"PGEN_.00g330150"	0.0205475635267713	348	617	335	"sp|Q14590|ZN235_HUMAN"	30	308	4.74e-32	30.714	280	"ZN235_HUMAN"	"Zinc finger protein 235 (Zinc finger protein 270) (Zinc finger protein 93 homolog) (Zfp-93) (Zinc finger protein HZF6)"	"ZNF235 ZFP93 ZNF270"	"Homo sapiens (Human)"	"GO:0003677; GO:0005634; GO:0006355; GO:0046872"
NA	"PGEN_.00g129060"	0.0205959502108845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P25107"	"PGEN_.00g273380"	0.0207649177572195	104	352	445	"sp|P25107|PTH1R_DIDVI"	54	311	4.88e-49	36.226	265	"PTH1R_DIDVI"	"Parathyroid hormone/parathyroid hormone-related peptide receptor (PTH/PTHrP type I receptor) (PTH/PTHr receptor) (Parathyroid hormone 1 receptor) (PTH1 receptor)"	"PTH1R PTHR PTHR1"	"Didelphis virginiana (North American opossum) (Didelphis marsupialis virginiana)"	"GO:0004991; GO:0005887; GO:0007166; GO:0007188; GO:0007189; GO:0017046; GO:0042803; GO:0043621"
"P82861"	"PGEN_.00g052660"	0.0211475588236361	417	498	174	"sp|P82861|ADRO_SALFO"	1	79	3.07e-15	43.902	82	"ADRO_SALFO"	"NADPH:adrenodoxin oxidoreductase, mitochondrial (AR) (Adrenodoxin reductase) (EC 1.18.1.6) (Ferredoxin--NADP(+) reductase) (Ferredoxin reductase)"	"fdxr"	"Salvelinus fontinalis (Brook trout) (Salmo fontinalis)"	"GO:0005739; GO:0005743; GO:0008203; GO:0015039"
"Q96Q15"	"PGEN_.00g050570"	0.0211884809987549	1723	3661	3968	"sp|Q96Q15|SMG1_HUMAN"	1310	3137	0	43.673	1960	"SMG1_HUMAN"	"Serine/threonine-protein kinase SMG1 (SMG-1) (hSMG-1) (EC 2.7.11.1) (61E3.4) (Lambda/iota protein kinase C-interacting protein) (Lambda-interacting protein)"	"SMG1 ATX KIAA0421 LIP"	"Homo sapiens (Human)"	"GO:0000184; GO:0003723; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006281; GO:0006406; GO:0018105; GO:0032204; GO:0042162; GO:0046777; GO:0046854; GO:0046872; GO:2001020"
NA	"PGEN_.00g094880"	0.0211884809987549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g326000"	0.0211884809987549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q6GVH4"	"PGEN_.00g141080"	0.0221458755078356	149	356	876	"sp|Q6GVH4|GGNB2_CHICK"	1	209	8.2e-109	73.81	210	"GGNB2_CHICK"	"Gametogenetin-binding protein 2 (Protein ZNF403)"	"GGNBP2 ZNF403 RCJMB04_15h5"	"Gallus gallus (Chicken)"	"GO:0005634; GO:0005737; GO:0007275; GO:0007283; GO:0030154"
"Q93075"	"PGEN_.00g216430"	0.0221458755078356	495	761	648	"sp|Q93075|TATD2_HUMAN"	2366	2634	2.92e-69	42.379	269	"TATD2_HUMAN"	"Putative deoxyribonuclease TATDN2 (EC 3.1.21.-)"	"TATDN2 KIAA0218"	"Homo sapiens (Human)"	"GO:0005634; GO:0005654; GO:0016888; GO:0036498; GO:0046872"
"O88307"	"PGEN_.00g116670"	0.022447424587338	29	2215	2523	"sp|O88307|SORL_MOUSE"	31	2123	0	32.265	2278	"SORL_MOUSE"	"Sortilin-related receptor (Gp250) (Low-density lipoprotein receptor relative with 11 ligand-binding repeats) (LDLR relative with 11 ligand-binding repeats) (LR11) (SorLA-1) (Sorting protein-related receptor containing LDLR class A repeats) (mSorLA)"	"Sorl1"	"Mus musculus (Mouse)"	"GO:0000139; GO:0001540; GO:0002024; GO:0005615; GO:0005623; GO:0005641; GO:0005768; GO:0005769; GO:0005771; GO:0005783; GO:0005789; GO:0005794; GO:0005802; GO:0005886; GO:0006605; GO:0006622; GO:0006892; GO:0006897; GO:0010897; GO:0014910; GO:0016020; GO:0016021; GO:0016477; GO:0030169; GO:0030306; GO:0030514; GO:0030658; GO:0031901; GO:0031985; GO:0032091; GO:0032460; GO:0032585; GO:0034067; GO:0038020; GO:0043025; GO:0043407; GO:0045053; GO:0045732; GO:0046628; GO:0048471; GO:0050768; GO:0051604; GO:0055037; GO:0055038; GO:0070863; GO:1900168; GO:1901215; GO:1902430; GO:1902771; GO:1902948; GO:1902953; GO:1902955; GO:1902960; GO:1902963; GO:1902966; GO:1902997; GO:1904179; GO:1990845; GO:2001137"
NA	"PGEN_.00g336260"	0.0231232545177222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P43249"	"PGEN_.00g257480"	0.0231804788546926	1	478	1650	"sp|P43249|GRK5_BOVIN"	1	479	0	68.685	479	"GRK5_BOVIN"	"G protein-coupled receptor kinase 5 (EC 2.7.11.16) (G protein-coupled receptor kinase GRK5)"	"GRK5 GPRK5"	"Bos taurus (Bovine)"	"GO:0004674; GO:0004703; GO:0005524; GO:0005829; GO:0005886; GO:0006915; GO:0007217; GO:0008284; GO:0008289; GO:0016055; GO:0016607; GO:0031965; GO:0043066; GO:0045444; GO:0046777; GO:0047696; GO:0051726"
NA	"PGEN_.00g344330"	0.0233764523970514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g124520"	0.0234544588859818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g263980"	0.0235515892563317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g162010"	0.0240400590889221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q4J9D2"	"PGEN_.00g246700"	0.0241400076316936	9	175	219	"sp|Q4J9D2|Y1252_SULAC"	974	1154	9.41e-19	35.326	184	"Y1252_SULAC"	"Uncharacterized protein Saci_1252"	"Saci_1252"	"Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)"	""
"Q6PFD9"	"PGEN_.00g086180"	0.0246938644556785	510	884	651	"sp|Q6PFD9|NUP98_MOUSE"	102	475	1.6e-71	41.294	402	"NUP98_MOUSE"	"Nuclear pore complex protein Nup98-Nup96 (EC 3.4.21.-) [Cleaved into: Nuclear pore complex protein Nup98 (98 kDa nucleoporin) (Nucleoporin Nup98) (Nup98); Nuclear pore complex protein Nup96 (96 kDa nucleoporin) (Nucleoporin Nup96) (Nup96)]"	"Nup98"	"Mus musculus (Mouse)"	"GO:0000973; GO:0003713; GO:0003723; GO:0003729; GO:0005634; GO:0005635; GO:0005643; GO:0005654; GO:0006405; GO:0006606; GO:0008139; GO:0008236; GO:0016604; GO:0017056; GO:0031080; GO:0031965; GO:0034398; GO:0034399; GO:0042277; GO:0042405; GO:0043231; GO:0044614; GO:0044615; GO:0048026; GO:0051028; GO:0051292; GO:1990841; GO:1990904"
"Q7ZWA3"	"PGEN_.00g234200"	0.0246938644556785	1	87	255	"sp|Q7ZWA3|RBMX_DANRE"	16	103	8.42e-23	51.136	88	"RBMX_DANRE"	"RNA-binding motif protein, X chromosome (Heterogeneous nuclear ribonucleoprotein G) (hnRNP G)"	"rbmx"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"GO:0000381; GO:0000398; GO:0000978; GO:0003682; GO:0003723; GO:0003729; GO:0005634; GO:0005685; GO:0005719; GO:0006366; GO:0006509; GO:0007275; GO:0030619; GO:0044530; GO:0045944; GO:0048025; GO:0048026; GO:0051260; GO:0070062; GO:0071004; GO:0071013; GO:0071347"
"P08941"	"PGEN_.00g060450"	0.0247376822971285	1438	2246	1327	"sp|P08941|ROS1_CHICK"	19	844	2.05e-154	38.58	845	"ROS1_CHICK"	"Proto-oncogene tyrosine-protein kinase ROS (EC 2.7.10.1) (Proto-oncogene c-Ros) (Proto-oncogene c-Ros-1) (Receptor tyrosine kinase c-ros oncogene 1) (c-Ros receptor tyrosine kinase)"	"ROS1"	"Gallus gallus (Chicken)"	"GO:0001558; GO:0002066; GO:0004713; GO:0004714; GO:0005524; GO:0005887; GO:0006468; GO:0007169; GO:0008283; GO:0030154; GO:0032006; GO:0043235; GO:0070372"
"Q9ULJ7"	"PGEN_.00g271180"	0.0248960087127318	748	1103	460	"sp|Q9ULJ7|ANR50_HUMAN"	745	1084	3.79e-45	32.143	364	"ANR50_HUMAN"	"Ankyrin repeat domain-containing protein 50"	"ANKRD50 KIAA1223"	"Homo sapiens (Human)"	"GO:0005768; GO:0015031; GO:1990126"
NA	"PGEN_.00g014940"	0.0249107212238215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g076190"	0.0249107212238215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q09575"	"PGEN_.00g063490"	0.0252078128354697	760	855	176	"sp|Q09575|YRD6_CAEEL"	405	500	8.69e-12	33.333	96	"YRD6_CAEEL"	"Uncharacterized protein K02A2.6"	"K02A2.6"	"Caenorhabditis elegans"	"GO:0003676; GO:0008270; GO:0015074"
"Q8N6D5"	"PGEN_.00g278540"	0.0255922054620549	62	203	277	"sp|Q8N6D5|ANR29_HUMAN"	2	143	3.69e-29	42.958	142	"ANR29_HUMAN"	"Ankyrin repeat domain-containing protein 29"	"ANKRD29"	"Homo sapiens (Human)"	""
"Q9BX95"	"PGEN_.00g021440"	0.025742108641229	5	440	603	"sp|Q9BX95|SGPP1_HUMAN"	2	435	4.93e-72	32.965	452	"SGPP1_HUMAN"	"Sphingosine-1-phosphate phosphatase 1 (SPPase1) (Spp1) (hSPP1) (hSPPase1) (EC 3.1.3.-) (Sphingosine-1-phosphatase 1) (Sphingosine-1-phosphate phosphohydrolase 1) (SPP-1)"	"SGPP1 SPP1"	"Homo sapiens (Human)"	"GO:0005654; GO:0005789; GO:0005886; GO:0006668; GO:0006670; GO:0016021; GO:0030148; GO:0035621; GO:0042392; GO:0045616; GO:0045682; GO:0097191; GO:0097193"
"P15923"	"PGEN_.00g346150"	0.0257714184281657	540	639	351	"sp|P15923|TFE2_HUMAN"	433	532	7.08e-34	68	100	"TFE2_HUMAN"	"Transcription factor E2-alpha (Class B basic helix-loop-helix protein 21) (bHLHb21) (Immunoglobulin enhancer-binding factor E12/E47) (Immunoglobulin transcription factor 1) (Kappa-E2-binding factor) (Transcription factor 3) (TCF-3) (Transcription factor ITF-1)"	"TCF3 BHLHB21 E2A ITF1"	"Homo sapiens (Human)"	"GO:0000122; GO:0000790; GO:0000978; GO:0000981; GO:0001227; GO:0002326; GO:0003677; GO:0003700; GO:0003713; GO:0005634; GO:0005654; GO:0005667; GO:0005737; GO:0006351; GO:0006355; GO:0008134; GO:0030183; GO:0030890; GO:0031435; GO:0032991; GO:0033152; GO:0035326; GO:0042803; GO:0043425; GO:0045666; GO:0045787; GO:0045893; GO:0045944; GO:0046982; GO:0051091; GO:0051149; GO:0070491; GO:0070644; GO:0070888; GO:0090575; GO:1902036; GO:2000045"
NA	"PGEN_.00g278590"	0.0260105922758175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g234140"	0.0260549571258401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P49750"	"PGEN_.00g024380"	0.0264416314068573	1809	1855	155	"sp|P49750|YLPM1_HUMAN"	471	517	1.78e-09	63.83	47	"YLPM1_HUMAN"	"YLP motif-containing protein 1 (Nuclear protein ZAP3) (ZAP113)"	"YLPM1 C14orf170 ZAP3"	"Homo sapiens (Human)"	"GO:0003723; GO:0005634; GO:0005654; GO:0005829; GO:0016607; GO:0032204"
NA	"PGEN_.00g273650"	0.0265338309977604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q02241"	"PGEN_.00g173820"	0.0270852481631271	206	323	356	"sp|Q02241|KIF23_HUMAN"	6	125	5.73e-39	57.5	120	"KIF23_HUMAN"	"Kinesin-like protein KIF23 (Kinesin-like protein 5) (Mitotic kinesin-like protein 1)"	"KIF23 KNSL5 MKLP1"	"Homo sapiens (Human)"	"GO:0000022; GO:0000281; GO:0000915; GO:0003777; GO:0005524; GO:0005623; GO:0005634; GO:0005654; GO:0005813; GO:0005819; GO:0005829; GO:0005871; GO:0005874; GO:0005925; GO:0006890; GO:0007018; GO:0008017; GO:0016887; GO:0019886; GO:0030496; GO:0032467; GO:0045171; GO:0051256; GO:0072383; GO:0072686; GO:0090543; GO:0097149"
"Q2PFV2"	"PGEN_.00g203390"	0.0271120031570379	49	276	168	"sp|Q2PFV2|CASP3_MACFA"	22	321	4.12e-12	24.585	301	"CASP3_MACFA"	"Caspase-3 (CASP-3) (EC 3.4.22.56) [Cleaved into: Caspase-3 subunit p17; Caspase-3 subunit p12]"	"CASP3 QmoA-14231"	"Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)"	"GO:0005737; GO:0006508; GO:0031647; GO:0097199; GO:1902004"
"P69478"	"PGEN_.00g290300"	0.0272294584374973	112	296	199	"sp|P69478|CHSTB_RAT"	84	266	1.12e-15	27.513	189	"CHSTB_RAT"	"Carbohydrate sulfotransferase 11 (EC 2.8.2.5) (Chondroitin 4-O-sulfotransferase 1) (Chondroitin 4-sulfotransferase 1) (C4S-1) (C4ST-1) (C4ST1)"	"Chst11"	"Rattus norvegicus (Rat)"	"GO:0000139; GO:0001537; GO:0001701; GO:0002063; GO:0007585; GO:0008146; GO:0009791; GO:0016021; GO:0016051; GO:0030166; GO:0030204; GO:0030206; GO:0030326; GO:0030512; GO:0033037; GO:0036342; GO:0042127; GO:0042733; GO:0043066; GO:0047756; GO:0048589; GO:0048703; GO:0048704; GO:0050659; GO:0051216"
